date,region,price_type,price_per_sqm,n_regions
2017-05-01,leiria,rental,4,1
2017-05-01,leiria,sale,896,1
2017-05-01,lisboa,rental,11.3,1
2017-05-01,lisboa,sale,2195,1
2017-05-01,madeira,rental,6,1
2017-05-01,madeira,sale,1235,2
2017-05-01,portalegre,rental,3.3,1
2017-05-01,portalegre,sale,583,1
2017-05-01,porto,rental,7.6,1
2017-05-01,porto,sale,1134,1
2017-05-01,portugal,rental,7.8,1
2017-05-01,portugal,sale,1362,1
2017-05-01,santarem,rental,4.1,1
2017-05-01,santarem,sale,723,1
2017-05-01,setubal,rental,5.4,1
2017-05-01,setubal,sale,1068,1
2017-05-01,viana-do-castelo,rental,3.6,1
2017-05-01,viana-do-castelo,sale,910,1
2017-05-01,vila-real,rental,3.2,1
2017-05-01,vila-real,sale,783,1
2017-05-01,viseu,rental,3.2,1
2017-05-01,viseu,sale,720,1
2017-06-01,aveiro,rental,4.1,1
2017-06-01,aveiro,sale,830,1
2017-06-01,azores,sale,860.25,4
2017-06-01,beja,rental,4.4,1
2017-06-01,beja,sale,776,1
2017-06-01,braga,rental,4.1,1
2017-06-01,braga,sale,766,1
2017-06-01,braganca,sale,685,1
2017-06-01,castelo-branco,rental,3.6,1
2017-06-01,castelo-branco,sale,676,1
2017-06-01,coimbra,rental,5.2,1
2017-06-01,coimbra,sale,991,1
2017-06-01,evora,rental,5,1
2017-06-01,evora,sale,872,1
2017-06-01,faro,rental,6.9,1
2017-06-01,faro,sale,1664,1
2017-06-01,guarda,sale,902,1
2017-06-01,leiria,rental,4.2,1
2017-06-01,leiria,sale,902,1
2017-06-01,lisboa,rental,11.7,1
2017-06-01,lisboa,sale,2222,1
2017-06-01,madeira,rental,5.5,1
2017-06-01,madeira,sale,1211.5,2
2017-06-01,portalegre,sale,730,1
2017-06-01,porto,rental,7.9,1
2017-06-01,porto,sale,1152,1
2017-06-01,portugal,rental,8.1,1
2017-06-01,portugal,sale,1381,1
2017-06-01,santarem,rental,4.1,1
2017-06-01,santarem,sale,720,1
2017-06-01,setubal,rental,5.6,1
2017-06-01,setubal,sale,1080,1
2017-06-01,viana-do-castelo,rental,3.7,1
2017-06-01,viana-do-castelo,sale,913,1
2017-06-01,vila-real,rental,3.3,1
2017-06-01,vila-real,sale,779,1
2017-06-01,viseu,rental,3.2,1
2017-06-01,viseu,sale,725,1
2017-07-01,aveiro,rental,4.2,1
2017-07-01,aveiro,sale,836,1
2017-07-01,azores,sale,851.25,4
2017-07-01,beja,sale,771,1
2017-07-01,braga,rental,4.2,1
2017-07-01,braga,sale,766,1
2017-07-01,braganca,sale,678,1
2017-07-01,castelo-branco,rental,3.7,1
2017-07-01,castelo-branco,sale,679,1
2017-07-01,coimbra,rental,5.2,1
2017-07-01,coimbra,sale,994,1
2017-07-01,evora,rental,4.9,1
2017-07-01,evora,sale,868,1
2017-07-01,faro,rental,7.3,1
2017-07-01,faro,sale,1702,1
2017-07-01,guarda,sale,910,1
2017-07-01,leiria,rental,4.2,1
2017-07-01,leiria,sale,910,1
2017-07-01,lisboa,rental,11.8,1
2017-07-01,lisboa,sale,2274,1
2017-07-01,madeira,rental,6.1,1
2017-07-01,madeira,sale,1273,2
2017-07-01,portalegre,sale,728,1
2017-07-01,porto,rental,7.8,1
2017-07-01,porto,sale,1162,1
2017-07-01,portugal,rental,8.2,1
2017-07-01,portugal,sale,1401,1
2017-07-01,santarem,rental,4.1,1
2017-07-01,santarem,sale,724,1
2017-07-01,setubal,rental,5.7,1
2017-07-01,setubal,sale,1092,1
2017-07-01,viana-do-castelo,rental,4.1,1
2017-07-01,viana-do-castelo,sale,909,1
2017-07-01,vila-real,rental,3.3,1
2017-07-01,vila-real,sale,786,1
2017-07-01,viseu,rental,3.3,1
2017-07-01,viseu,sale,733,1
2017-08-01,aveiro,rental,4.5,1
2017-08-01,aveiro,sale,833,1
2017-08-01,azores,sale,810.75,4
2017-08-01,beja,sale,766,1
2017-08-01,braga,rental,4.3,1
2017-08-01,braga,sale,779,1
2017-08-01,braganca,sale,682,1
2017-08-01,castelo-branco,rental,3.8,1
2017-08-01,castelo-branco,sale,679,1
2017-08-01,coimbra,rental,4.9,1
2017-08-01,coimbra,sale,994,1
2017-08-01,evora,rental,5.3,1
2017-08-01,evora,sale,849,1
2017-08-01,faro,rental,7.1,1
2017-08-01,faro,sale,1712,1
2017-08-01,guarda,sale,910,1
2017-08-01,leiria,rental,4.3,1
2017-08-01,leiria,sale,910,1
2017-08-01,lisboa,rental,11.7,1
2017-08-01,lisboa,sale,2356,1
2017-08-01,madeira,rental,6.6,1
2017-08-01,madeira,sale,1262.5,2
2017-08-01,portalegre,sale,725,1
2017-08-01,porto,rental,7.5,1
2017-08-01,porto,sale,1176,1
2017-08-01,portugal,rental,8.2,1
2017-08-01,portugal,sale,1422,1
2017-08-01,santarem,rental,3.7,1
2017-08-01,santarem,sale,729,1
2017-08-01,setubal,rental,5.9,1
2017-08-01,setubal,sale,1101,1
2017-08-01,viana-do-castelo,rental,4,1
2017-08-01,viana-do-castelo,sale,898,1
2017-08-01,vila-real,rental,3.4,1
2017-08-01,vila-real,sale,742,1
2017-08-01,viseu,rental,3.3,1
2017-08-01,viseu,sale,728,1
2017-09-01,aveiro,rental,4.7,1
2017-09-01,aveiro,sale,848,1
2017-09-01,azores,sale,853.75,4
2017-09-01,beja,rental,4.2,1
2017-09-01,beja,sale,770,1
2017-09-01,braga,rental,4.4,1
2017-09-01,braga,sale,780,1
2017-09-01,braganca,sale,673,1
2017-09-01,castelo-branco,rental,3.8,1
2017-09-01,castelo-branco,sale,679,1
2017-09-01,coimbra,rental,5.1,1
2017-09-01,coimbra,sale,997,1
2017-09-01,evora,rental,5.3,1
2017-09-01,evora,sale,890,1
2017-09-01,faro,rental,6.9,1
2017-09-01,faro,sale,1753,1
2017-09-01,guarda,sale,915,1
2017-09-01,leiria,rental,4.3,1
2017-09-01,leiria,sale,915,1
2017-09-01,lisboa,rental,11.8,1
2017-09-01,lisboa,sale,2397,1
2017-09-01,madeira,rental,6.4,1
2017-09-01,madeira,sale,1305,2
2017-09-01,portalegre,sale,720,1
2017-09-01,porto,rental,7.7,1
2017-09-01,porto,sale,1187,1
2017-09-01,portugal,rental,8.3,1
2017-09-01,portugal,sale,1449,1
2017-09-01,santarem,rental,3.7,1
2017-09-01,santarem,sale,731,1
2017-09-01,setubal,rental,6.3,1
2017-09-01,setubal,sale,1109,1
2017-09-01,viana-do-castelo,rental,3.7,1
2017-09-01,viana-do-castelo,sale,905,1
2017-09-01,vila-real,rental,3.7,1
2017-09-01,vila-real,sale,752,1
2017-09-01,viseu,rental,3.3,1
2017-09-01,viseu,sale,735,1
2017-10-01,aveiro,rental,4.6,1
2017-10-01,aveiro,sale,854,1
2017-10-01,azores,sale,855.25,4
2017-10-01,beja,sale,776,1
2017-10-01,braga,rental,4.3,1
2017-10-01,braga,sale,784,1
2017-10-01,braganca,sale,656,1
2017-10-01,castelo-branco,rental,3.6,1
2017-10-01,castelo-branco,sale,676,1
2017-10-01,coimbra,rental,5.1,1
2017-10-01,coimbra,sale,995,1
2017-10-01,evora,rental,5.2,1
2017-10-01,evora,sale,890,1
2017-10-01,faro,rental,6.9,1
2017-10-01,faro,sale,1768,1
2017-10-01,guarda,sale,917,1
2017-10-01,leiria,rental,4.2,1
2017-10-01,leiria,sale,917,1
2017-10-01,lisboa,rental,12.1,1
2017-10-01,lisboa,sale,2451,1
2017-10-01,madeira,rental,6.8,1
2017-10-01,madeira,sale,1328.5,2
2017-10-01,portalegre,rental,3.4,1
2017-10-01,portalegre,sale,725,1
2017-10-01,porto,rental,8,1
2017-10-01,porto,sale,1228,1
2017-10-01,portugal,rental,8.5,1
2017-10-01,portugal,sale,1473,1
2017-10-01,santarem,rental,3.7,1
2017-10-01,santarem,sale,742,1
2017-10-01,setubal,rental,6.1,1
2017-10-01,setubal,sale,1132,1
2017-10-01,viana-do-castelo,rental,3.7,1
2017-10-01,viana-do-castelo,sale,903,1
2017-10-01,vila-real,rental,3.6,1
2017-10-01,vila-real,sale,750,1
2017-10-01,viseu,rental,3.4,1
2017-10-01,viseu,sale,745,1
2017-11-01,aveiro,rental,4.6,1
2017-11-01,aveiro,sale,863,1
2017-11-01,azores,sale,855.5,4
2017-11-01,beja,sale,769,1
2017-11-01,braga,rental,4.2,1
2017-11-01,braga,sale,791,1
2017-11-01,braganca,sale,663,1
2017-11-01,castelo-branco,rental,3.7,1
2017-11-01,castelo-branco,sale,670,1
2017-11-01,coimbra,rental,5.1,1
2017-11-01,coimbra,sale,1007,1
2017-11-01,evora,rental,5.3,1
2017-11-01,evora,sale,893,1
2017-11-01,faro,rental,7.2,1
2017-11-01,faro,sale,1780,1
2017-11-01,guarda,sale,915,1
2017-11-01,leiria,rental,4.3,1
2017-11-01,leiria,sale,915,1
2017-11-01,lisboa,rental,12,1
2017-11-01,lisboa,sale,2520,1
2017-11-01,madeira,rental,7.1,1
2017-11-01,madeira,sale,1326.5,2
2017-11-01,portalegre,rental,3.6,1
2017-11-01,portalegre,sale,719,1
2017-11-01,porto,rental,7.5,1
2017-11-01,porto,sale,1260,1
2017-11-01,portugal,rental,8.4,1
2017-11-01,portugal,sale,1497,1
2017-11-01,santarem,rental,3.6,1
2017-11-01,santarem,sale,742,1
2017-11-01,setubal,rental,6.1,1
2017-11-01,setubal,sale,1143,1
2017-11-01,viana-do-castelo,rental,3.8,1
2017-11-01,viana-do-castelo,sale,916,1
2017-11-01,vila-real,rental,3.9,1
2017-11-01,vila-real,sale,754,1
2017-11-01,viseu,rental,3.4,1
2017-11-01,viseu,sale,741,1
2017-12-01,aveiro,rental,4.4,1
2017-12-01,aveiro,sale,880,1
2017-12-01,azores,sale,857.5,4
2017-12-01,beja,sale,779,1
2017-12-01,braga,rental,4.5,1
2017-12-01,braga,sale,800,1
2017-12-01,braganca,sale,686,1
2017-12-01,castelo-branco,rental,3.6,1
2017-12-01,castelo-branco,sale,667,1
2017-12-01,coimbra,rental,5.2,1
2017-12-01,coimbra,sale,1009,1
2017-12-01,evora,rental,5.3,1
2017-12-01,evora,sale,889,1
2017-12-01,faro,rental,7.4,1
2017-12-01,faro,sale,1777,1
2017-12-01,guarda,sale,919,1
2017-12-01,leiria,rental,4.3,1
2017-12-01,leiria,sale,919,1
2017-12-01,lisboa,rental,12.2,1
2017-12-01,lisboa,sale,2568,1
2017-12-01,madeira,rental,6.9,1
2017-12-01,madeira,sale,1338,2
2017-12-01,portalegre,rental,4,1
2017-12-01,portalegre,sale,722,1
2017-12-01,porto,rental,7.5,1
2017-12-01,porto,sale,1299,1
2017-12-01,portugal,rental,8.7,1
2017-12-01,portugal,sale,1515,1
2017-12-01,santarem,rental,3.7,1
2017-12-01,santarem,sale,734,1
2017-12-01,setubal,rental,6.2,1
2017-12-01,setubal,sale,1153,1
2017-12-01,viana-do-castelo,rental,3.8,1
2017-12-01,viana-do-castelo,sale,924,1
2017-12-01,vila-real,rental,3.5,1
2017-12-01,vila-real,sale,768,1
2017-12-01,viseu,rental,3.5,1
2017-12-01,viseu,sale,747,1
2018-01-01,aveiro,rental,4.5,1
2018-01-01,aveiro,sale,877,1
2018-01-01,azores,sale,832.5,4
2018-01-01,beja,sale,782,1
2018-01-01,braga,rental,4.6,1
2018-01-01,braga,sale,808,1
2018-01-01,braganca,sale,684,1
2018-01-01,castelo-branco,rental,3.7,1
2018-01-01,castelo-branco,sale,673,1
2018-01-01,coimbra,rental,5.3,1
2018-01-01,coimbra,sale,998,1
2018-01-01,evora,rental,5.6,1
2018-01-01,evora,sale,900,1
2018-01-01,faro,rental,7.6,1
2018-01-01,faro,sale,1800,1
2018-01-01,guarda,sale,938,1
2018-01-01,leiria,rental,4.4,1
2018-01-01,leiria,sale,938,1
2018-01-01,lisboa,rental,12.5,1
2018-01-01,lisboa,sale,2603,1
2018-01-01,madeira,rental,7.2,1
2018-01-01,madeira,sale,1319.5,2
2018-01-01,portalegre,sale,834,1
2018-01-01,porto,rental,7.6,1
2018-01-01,porto,sale,1310,1
2018-01-01,portugal,rental,9,1
2018-01-01,portugal,sale,1528,1
2018-01-01,santarem,rental,3.8,1
2018-01-01,santarem,sale,739,1
2018-01-01,setubal,rental,6.4,1
2018-01-01,setubal,sale,1158,1
2018-01-01,viana-do-castelo,rental,4,1
2018-01-01,viana-do-castelo,sale,922,1
2018-01-01,vila-real,rental,3.6,1
2018-01-01,vila-real,sale,770,1
2018-01-01,viseu,rental,3.7,1
2018-01-01,viseu,sale,745,1
2018-02-01,aveiro,rental,4.5,1
2018-02-01,aveiro,sale,874,1
2018-02-01,azores,sale,845.25,4
2018-02-01,beja,sale,788,1
2018-02-01,braga,rental,4.8,1
2018-02-01,braga,sale,816,1
2018-02-01,braganca,sale,676,1
2018-02-01,castelo-branco,rental,3.8,1
2018-02-01,castelo-branco,sale,675,1
2018-02-01,coimbra,rental,5.2,1
2018-02-01,coimbra,sale,1005,1
2018-02-01,evora,rental,5.3,1
2018-02-01,evora,sale,894,1
2018-02-01,faro,rental,7.9,1
2018-02-01,faro,sale,1818,1
2018-02-01,guarda,sale,942,1
2018-02-01,leiria,rental,4.3,1
2018-02-01,leiria,sale,942,1
2018-02-01,lisboa,rental,12.6,1
2018-02-01,lisboa,sale,2623,1
2018-02-01,madeira,rental,7.6,1
2018-02-01,madeira,sale,1324.5,2
2018-02-01,portalegre,sale,838,1
2018-02-01,porto,rental,7.9,1
2018-02-01,porto,sale,1333,1
2018-02-01,portugal,rental,9.2,1
2018-02-01,portugal,sale,1540,1
2018-02-01,santarem,rental,3.9,1
2018-02-01,santarem,sale,740,1
2018-02-01,setubal,rental,6.4,1
2018-02-01,setubal,sale,1177,1
2018-02-01,viana-do-castelo,rental,3.9,1
2018-02-01,viana-do-castelo,sale,932,1
2018-02-01,vila-real,rental,3.6,1
2018-02-01,vila-real,sale,745,1
2018-02-01,viseu,rental,3.6,1
2018-02-01,viseu,sale,729,1
2018-03-01,aveiro,rental,4.4,1
2018-03-01,aveiro,sale,868,1
2018-03-01,azores,sale,840.25,4
2018-03-01,beja,sale,785,1
2018-03-01,braga,rental,4.9,1
2018-03-01,braga,sale,825,1
2018-03-01,braganca,sale,663,1
2018-03-01,castelo-branco,rental,3.7,1
2018-03-01,castelo-branco,sale,672,1
2018-03-01,coimbra,rental,5.2,1
2018-03-01,coimbra,sale,1016,1
2018-03-01,evora,rental,5.2,1
2018-03-01,evora,sale,872,1
2018-03-01,faro,rental,8.1,1
2018-03-01,faro,sale,1821,1
2018-03-01,guarda,sale,951,1
2018-03-01,leiria,rental,4.3,1
2018-03-01,leiria,sale,951,1
2018-03-01,lisboa,rental,12.9,1
2018-03-01,lisboa,sale,2646,1
2018-03-01,madeira,rental,7.3,1
2018-03-01,madeira,sale,1320.5,2
2018-03-01,portalegre,sale,723,1
2018-03-01,porto,rental,8,1
2018-03-01,porto,sale,1339,1
2018-03-01,portugal,rental,9.5,1
2018-03-01,portugal,sale,1554,1
2018-03-01,santarem,rental,3.9,1
2018-03-01,santarem,sale,749,1
2018-03-01,setubal,rental,6.4,1
2018-03-01,setubal,sale,1176,1
2018-03-01,viana-do-castelo,rental,4,1
2018-03-01,viana-do-castelo,sale,952,1
2018-03-01,vila-real,sale,759,1
2018-03-01,viseu,rental,3.5,1
2018-03-01,viseu,sale,727,1
2018-04-01,aveiro,rental,4.6,1
2018-04-01,aveiro,sale,868,1
2018-04-01,azores,sale,869.25,4
2018-04-01,beja,sale,798,1
2018-04-01,braga,rental,4.9,1
2018-04-01,braga,sale,834,1
2018-04-01,braganca,sale,668,1
2018-04-01,castelo-branco,rental,3.7,1
2018-04-01,castelo-branco,sale,667,1
2018-04-01,coimbra,rental,5.3,1
2018-04-01,coimbra,sale,1006,1
2018-04-01,evora,rental,5.2,1
2018-04-01,evora,sale,864,1
2018-04-01,faro,rental,8,1
2018-04-01,faro,sale,1863,1
2018-04-01,guarda,sale,958,1
2018-04-01,leiria,rental,4.6,1
2018-04-01,leiria,sale,958,1
2018-04-01,lisboa,rental,13.2,1
2018-04-01,lisboa,sale,2678,1
2018-04-01,madeira,rental,7.5,1
2018-04-01,madeira,sale,1345,2
2018-04-01,portalegre,sale,733,1
2018-04-01,porto,rental,8.1,1
2018-04-01,porto,sale,1367,1
2018-04-01,portugal,rental,9.7,1
2018-04-01,portugal,sale,1565,1
2018-04-01,santarem,rental,3.9,1
2018-04-01,santarem,sale,750,1
2018-04-01,setubal,rental,6.6,1
2018-04-01,setubal,sale,1190,1
2018-04-01,viana-do-castelo,rental,4.1,1
2018-04-01,viana-do-castelo,sale,960,1
2018-04-01,vila-real,rental,4.1,1
2018-04-01,vila-real,sale,781,1
2018-04-01,viseu,rental,3.6,1
2018-04-01,viseu,sale,729,1
2018-05-01,aveiro,rental,4.9,1
2018-05-01,aveiro,sale,876,1
2018-05-01,azores,sale,859.5,4
2018-05-01,beja,sale,802,1
2018-05-01,braga,rental,5.1,1
2018-05-01,braga,sale,841,1
2018-05-01,braganca,sale,690,1
2018-05-01,castelo-branco,rental,3.7,1
2018-05-01,castelo-branco,sale,655,1
2018-05-01,coimbra,rental,5.4,1
2018-05-01,coimbra,sale,979,1
2018-05-01,evora,rental,5.7,1
2018-05-01,evora,sale,869,1
2018-05-01,faro,rental,8.2,1
2018-05-01,faro,sale,1893,1
2018-05-01,guarda,sale,967,1
2018-05-01,leiria,rental,5.1,1
2018-05-01,leiria,sale,967,1
2018-05-01,lisboa,rental,13.2,1
2018-05-01,lisboa,sale,2708,1
2018-05-01,madeira,rental,7.4,1
2018-05-01,madeira,sale,1296.5,2
2018-05-01,portalegre,sale,733,1
2018-05-01,porto,rental,8.2,1
2018-05-01,porto,sale,1407,1
2018-05-01,portugal,rental,9.9,1
2018-05-01,portugal,sale,1586,1
2018-05-01,santarem,rental,3.9,1
2018-05-01,santarem,sale,759,1
2018-05-01,setubal,rental,6.6,1
2018-05-01,setubal,sale,1210,1
2018-05-01,viana-do-castelo,rental,4.2,1
2018-05-01,viana-do-castelo,sale,964,1
2018-05-01,vila-real,rental,4.2,1
2018-05-01,vila-real,sale,803,1
2018-05-01,viseu,rental,3.9,1
2018-05-01,viseu,sale,718,1
2018-06-01,aveiro,rental,4.9,1
2018-06-01,aveiro,sale,897,1
2018-06-01,azores,sale,839,4
2018-06-01,beja,sale,811,1
2018-06-01,braga,rental,5.1,1
2018-06-01,braga,sale,858,1
2018-06-01,braganca,sale,668,1
2018-06-01,castelo-branco,rental,3.6,1
2018-06-01,castelo-branco,sale,657,1
2018-06-01,coimbra,rental,5.5,1
2018-06-01,coimbra,sale,982,1
2018-06-01,evora,sale,858,1
2018-06-01,faro,rental,8.5,1
2018-06-01,faro,sale,1926,1
2018-06-01,guarda,sale,980,1
2018-06-01,leiria,rental,4.9,1
2018-06-01,leiria,sale,980,1
2018-06-01,lisboa,rental,13.2,1
2018-06-01,lisboa,sale,2805,1
2018-06-01,madeira,rental,7.8,1
2018-06-01,madeira,sale,1304,2
2018-06-01,portalegre,sale,747,1
2018-06-01,porto,rental,8.2,1
2018-06-01,porto,sale,1454,1
2018-06-01,portugal,rental,10.1,1
2018-06-01,portugal,sale,1637,1
2018-06-01,santarem,rental,4,1
2018-06-01,santarem,sale,755,1
2018-06-01,setubal,rental,6.8,1
2018-06-01,setubal,sale,1235,1
2018-06-01,viana-do-castelo,rental,4.3,1
2018-06-01,viana-do-castelo,sale,955,1
2018-06-01,vila-real,rental,4.4,1
2018-06-01,vila-real,sale,797,1
2018-06-01,viseu,rental,3.9,1
2018-06-01,viseu,sale,732,1
2018-07-01,aveiro,rental,5.3,1
2018-07-01,aveiro,sale,1063,1
2018-07-01,azores,sale,1082.5,2
2018-07-01,beja,sale,989,1
2018-07-01,braga,rental,5.4,1
2018-07-01,braga,sale,957,1
2018-07-01,braganca,sale,726,1
2018-07-01,castelo-branco,rental,4,1
2018-07-01,castelo-branco,sale,721,1
2018-07-01,coimbra,rental,5.7,1
2018-07-01,coimbra,sale,1131,1
2018-07-01,evora,sale,1063,1
2018-07-01,faro,rental,8.7,1
2018-07-01,faro,sale,1920,1
2018-07-01,guarda,sale,1051,1
2018-07-01,leiria,rental,4.9,1
2018-07-01,leiria,sale,1051,1
2018-07-01,lisboa,rental,13.4,1
2018-07-01,lisboa,sale,3092,1
2018-07-01,madeira,rental,7.7,1
2018-07-01,madeira,sale,1591,1
2018-07-01,portalegre,sale,727,1
2018-07-01,porto,rental,8.6,1
2018-07-01,porto,sale,1711,1
2018-07-01,portugal,rental,10.6,1
2018-07-01,portugal,sale,1955,1
2018-07-01,santarem,rental,3.9,1
2018-07-01,santarem,sale,768,1
2018-07-01,setubal,rental,7,1
2018-07-01,setubal,sale,1189,1
2018-07-01,viana-do-castelo,rental,4.4,1
2018-07-01,viana-do-castelo,sale,1019,1
2018-07-01,vila-real,sale,902,1
2018-07-01,viseu,rental,4,1
2018-07-01,viseu,sale,881,1
2018-08-01,aveiro,rental,4.9,1
2018-08-01,aveiro,sale,932,1
2018-08-01,azores,sale,831.25,4
2018-08-01,beja,sale,813,1
2018-08-01,braga,rental,5.4,1
2018-08-01,braga,sale,880,1
2018-08-01,braganca,sale,670,1
2018-08-01,castelo-branco,rental,3.9,1
2018-08-01,castelo-branco,sale,653,1
2018-08-01,coimbra,rental,5.6,1
2018-08-01,coimbra,sale,967,1
2018-08-01,evora,sale,864,1
2018-08-01,faro,rental,8.5,1
2018-08-01,faro,sale,1984,1
2018-08-01,guarda,sale,996,1
2018-08-01,leiria,rental,4.8,1
2018-08-01,leiria,sale,996,1
2018-08-01,lisboa,rental,13.3,1
2018-08-01,lisboa,sale,2810,1
2018-08-01,madeira,rental,7.6,1
2018-08-01,madeira,sale,1282.5,2
2018-08-01,portalegre,sale,776,1
2018-08-01,porto,rental,8.9,1
2018-08-01,porto,sale,1528,1
2018-08-01,portugal,rental,10.3,1
2018-08-01,portugal,sale,1669,1
2018-08-01,santarem,rental,4.2,1
2018-08-01,santarem,sale,763,1
2018-08-01,setubal,rental,7.3,1
2018-08-01,setubal,sale,1269,1
2018-08-01,viana-do-castelo,rental,4.4,1
2018-08-01,viana-do-castelo,sale,958,1
2018-08-01,vila-real,rental,4.1,1
2018-08-01,vila-real,sale,789,1
2018-08-01,viseu,rental,3.6,1
2018-08-01,viseu,sale,743,1
2018-09-01,aveiro,rental,4.8,1
2018-09-01,aveiro,sale,946,1
2018-09-01,azores,sale,835.25,4
2018-09-01,beja,sale,815,1
2018-09-01,braga,rental,5.4,1
2018-09-01,braga,sale,892,1
2018-09-01,braganca,sale,681,1
2018-09-01,castelo-branco,rental,4,1
2018-09-01,castelo-branco,sale,668,1
2018-09-01,coimbra,rental,5.6,1
2018-09-01,coimbra,sale,964,1
2018-09-01,evora,sale,864,1
2018-09-01,faro,rental,8.2,1
2018-09-01,faro,sale,1996,1
2018-09-01,guarda,sale,1010,1
2018-09-01,leiria,rental,4.8,1
2018-09-01,leiria,sale,1010,1
2018-09-01,lisboa,rental,13.4,1
2018-09-01,lisboa,sale,2836,1
2018-09-01,madeira,rental,7.6,1
2018-09-01,madeira,sale,1280.5,2
2018-09-01,portalegre,sale,782,1
2018-09-01,porto,rental,8.8,1
2018-09-01,porto,sale,1532,1
2018-09-01,portugal,rental,10.4,1
2018-09-01,portugal,sale,1698,1
2018-09-01,santarem,rental,4.1,1
2018-09-01,santarem,sale,764,1
2018-09-01,setubal,rental,7.2,1
2018-09-01,setubal,sale,1283,1
2018-09-01,viana-do-castelo,rental,4.5,1
2018-09-01,viana-do-castelo,sale,979,1
2018-09-01,vila-real,sale,784,1
2018-09-01,viseu,rental,3.7,1
2018-09-01,viseu,sale,754,1
2018-10-01,aveiro,rental,5,1
2018-10-01,aveiro,sale,968,1
2018-10-01,azores,sale,867,4
2018-10-01,beja,sale,807,1
2018-10-01,braga,rental,5.3,1
2018-10-01,braga,sale,900,1
2018-10-01,braganca,sale,695,1
2018-10-01,castelo-branco,rental,3.8,1
2018-10-01,castelo-branco,sale,652,1
2018-10-01,coimbra,rental,5.7,1
2018-10-01,coimbra,sale,971,1
2018-10-01,evora,rental,5.5,1
2018-10-01,evora,sale,866,1
2018-10-01,faro,rental,8.2,1
2018-10-01,faro,sale,2023,1
2018-10-01,guarda,sale,1018,1
2018-10-01,leiria,rental,4.6,1
2018-10-01,leiria,sale,1018,1
2018-10-01,lisboa,rental,13.6,1
2018-10-01,lisboa,sale,2876,1
2018-10-01,madeira,rental,8,1
2018-10-01,madeira,sale,1292,2
2018-10-01,portalegre,sale,789,1
2018-10-01,porto,rental,8.8,1
2018-10-01,porto,sale,1571,1
2018-10-01,portugal,rental,10.5,1
2018-10-01,portugal,sale,1738,1
2018-10-01,santarem,rental,4.1,1
2018-10-01,santarem,sale,766,1
2018-10-01,setubal,rental,7.3,1
2018-10-01,setubal,sale,1298,1
2018-10-01,viana-do-castelo,rental,4.4,1
2018-10-01,viana-do-castelo,sale,986,1
2018-10-01,vila-real,sale,781,1
2018-10-01,viseu,rental,3.5,1
2018-10-01,viseu,sale,751,1
2018-11-01,aveiro,rental,5.3,1
2018-11-01,aveiro,sale,990,1
2018-11-01,azores,sale,906.5,4
2018-11-01,beja,sale,799,1
2018-11-01,braga,rental,5.2,1
2018-11-01,braga,sale,904,1
2018-11-01,braganca,sale,696,1
2018-11-01,castelo-branco,rental,3.7,1
2018-11-01,castelo-branco,sale,662,1
2018-11-01,coimbra,rental,5.7,1
2018-11-01,coimbra,sale,980,1
2018-11-01,evora,rental,5.8,1
2018-11-01,evora,sale,849,1
2018-11-01,faro,rental,8.3,1
2018-11-01,faro,sale,2032,1
2018-11-01,guarda,sale,1041,1
2018-11-01,leiria,rental,4.8,1
2018-11-01,leiria,sale,1041,1
2018-11-01,lisboa,rental,13.8,1
2018-11-01,lisboa,sale,2894,1
2018-11-01,madeira,rental,8.3,1
2018-11-01,madeira,sale,1300,2
2018-11-01,portalegre,sale,775,1
2018-11-01,porto,rental,8.9,1
2018-11-01,porto,sale,1598,1
2018-11-01,portugal,rental,10.7,1
2018-11-01,portugal,sale,1760,1
2018-11-01,santarem,rental,4.1,1
2018-11-01,santarem,sale,766,1
2018-11-01,setubal,rental,7.5,1
2018-11-01,setubal,sale,1315,1
2018-11-01,viana-do-castelo,rental,4.5,1
2018-11-01,viana-do-castelo,sale,989,1
2018-11-01,vila-real,sale,764,1
2018-11-01,viseu,rental,3.5,1
2018-11-01,viseu,sale,750,1
2018-12-01,aveiro,rental,5,1
2018-12-01,aveiro,sale,994,1
2018-12-01,azores,sale,902.5,4
2018-12-01,beja,sale,793,1
2018-12-01,braga,rental,5.3,1
2018-12-01,braga,sale,911,1
2018-12-01,braganca,sale,688,1
2018-12-01,castelo-branco,rental,3.7,1
2018-12-01,castelo-branco,sale,668,1
2018-12-01,coimbra,rental,5.6,1
2018-12-01,coimbra,sale,996,1
2018-12-01,evora,sale,847,1
2018-12-01,faro,rental,8.3,1
2018-12-01,faro,sale,2032,1
2018-12-01,guarda,sale,1054,1
2018-12-01,leiria,rental,4.8,1
2018-12-01,leiria,sale,1054,1
2018-12-01,lisboa,rental,14.1,1
2018-12-01,lisboa,sale,2919,1
2018-12-01,madeira,rental,7.9,1
2018-12-01,madeira,sale,1295,2
2018-12-01,portalegre,sale,788,1
2018-12-01,porto,rental,8.9,1
2018-12-01,porto,sale,1632,1
2018-12-01,portugal,rental,11,1
2018-12-01,portugal,sale,1786,1
2018-12-01,santarem,rental,4.1,1
2018-12-01,santarem,sale,770,1
2018-12-01,setubal,rental,7.8,1
2018-12-01,setubal,sale,1320,1
2018-12-01,viana-do-castelo,rental,4.9,1
2018-12-01,viana-do-castelo,sale,999,1
2018-12-01,vila-real,sale,749,1
