date,region,price_type,price_per_sqm,n_regions
2015-10-01,viana-do-castelo,rental,4,1
2015-10-01,viana-do-castelo,sale,943,1
2015-10-01,vila-real,rental,3.5,1
2015-10-01,vila-real,sale,824,1
2015-10-01,viseu,rental,3.7,1
2015-10-01,viseu,sale,724,1
2015-11-01,aveiro,rental,3.9,1
2015-11-01,aveiro,sale,825,1
2015-11-01,azores,sale,853,2
2015-11-01,beja,rental,4.2,1
2015-11-01,beja,sale,793,1
2015-11-01,braga,rental,3.5,1
2015-11-01,braga,sale,740,1
2015-11-01,braganca,sale,661,1
2015-11-01,castelo-branco,rental,3.1,1
2015-11-01,castelo-branco,sale,723,1
2015-11-01,coimbra,rental,4.6,1
2015-11-01,coimbra,sale,1144,1
2015-11-01,evora,rental,5.5,1
2015-11-01,evora,sale,880,1
2015-11-01,faro,rental,5.3,1
2015-11-01,faro,sale,1453,1
2015-11-01,guarda,sale,862,1
2015-11-01,leiria,rental,3.7,1
2015-11-01,leiria,sale,862,1
2015-11-01,lisboa,rental,7.5,1
2015-11-01,lisboa,sale,1505,1
2015-11-01,madeira,rental,5,1
2015-11-01,madeira,sale,1101.5,2
2015-11-01,portalegre,rental,3.4,1
2015-11-01,portalegre,sale,654,1
2015-11-01,porto,rental,5.2,1
2015-11-01,porto,sale,967,1
2015-11-01,portugal,rental,5.5,1
2015-11-01,portugal,sale,1124,1
2015-11-01,santarem,rental,3.4,1
2015-11-01,santarem,sale,742,1
2015-11-01,setubal,rental,4.8,1
2015-11-01,setubal,sale,971,1
2015-11-01,viana-do-castelo,rental,3.9,1
2015-11-01,viana-do-castelo,sale,943,1
2015-11-01,vila-real,rental,3.5,1
2015-11-01,vila-real,sale,804,1
2015-11-01,viseu,rental,3.7,1
2015-11-01,viseu,sale,739,1
2015-12-01,aveiro,rental,3.9,1
2015-12-01,aveiro,sale,819,1
2015-12-01,azores,sale,884,2
2015-12-01,beja,rental,4.2,1
2015-12-01,beja,sale,845,1
2015-12-01,braga,rental,3.5,1
2015-12-01,braga,sale,745,1
2015-12-01,braganca,sale,662,1
2015-12-01,castelo-branco,rental,3.1,1
2015-12-01,castelo-branco,sale,713,1
2015-12-01,coimbra,rental,4.5,1
2015-12-01,coimbra,sale,1133,1
2015-12-01,evora,rental,5.5,1
2015-12-01,evora,sale,869,1
2015-12-01,faro,rental,5.3,1
2015-12-01,faro,sale,1466,1
2015-12-01,guarda,sale,869,1
2015-12-01,leiria,rental,3.7,1
2015-12-01,leiria,sale,869,1
2015-12-01,lisboa,rental,7.6,1
2015-12-01,lisboa,sale,1509,1
2015-12-01,madeira,rental,4.9,1
2015-12-01,madeira,sale,1122.5,2
2015-12-01,portalegre,rental,3.3,1
2015-12-01,portalegre,sale,661,1
2015-12-01,porto,rental,5.3,1
2015-12-01,porto,sale,975,1
2015-12-01,portugal,rental,5.5,1
2015-12-01,portugal,sale,1136,1
2015-12-01,santarem,rental,3.4,1
2015-12-01,santarem,sale,732,1
2015-12-01,setubal,rental,4.8,1
2015-12-01,setubal,sale,968,1
2015-12-01,viana-do-castelo,rental,4.2,1
2015-12-01,viana-do-castelo,sale,945,1
2015-12-01,vila-real,rental,3.4,1
2015-12-01,vila-real,sale,792,1
2015-12-01,viseu,rental,3.6,1
2015-12-01,viseu,sale,744,1
2016-01-01,aveiro,rental,4,1
2016-01-01,aveiro,sale,801,1
2016-01-01,azores,sale,867.5,2
2016-01-01,beja,rental,4.1,1
2016-01-01,beja,sale,821,1
2016-01-01,braga,rental,3.6,1
2016-01-01,braga,sale,756,1
2016-01-01,braganca,sale,653,1
2016-01-01,castelo-branco,rental,3.1,1
2016-01-01,castelo-branco,sale,678,1
2016-01-01,coimbra,rental,4.6,1
2016-01-01,coimbra,sale,1069,1
2016-01-01,evora,rental,5.5,1
2016-01-01,evora,sale,883,1
2016-01-01,faro,rental,5.5,1
2016-01-01,faro,sale,1458,1
2016-01-01,guarda,sale,877,1
2016-01-01,leiria,rental,3.8,1
2016-01-01,leiria,sale,877,1
2016-01-01,lisboa,rental,7.8,1
2016-01-01,lisboa,sale,1530,1
2016-01-01,madeira,rental,5.3,1
2016-01-01,madeira,sale,1127,2
2016-01-01,portalegre,sale,674,1
2016-01-01,porto,rental,5.6,1
2016-01-01,porto,sale,1022,1
2016-01-01,portugal,rental,5.7,1
2016-01-01,portugal,sale,1145,1
2016-01-01,santarem,rental,3.4,1
2016-01-01,santarem,sale,742,1
2016-01-01,setubal,rental,4.8,1
2016-01-01,setubal,sale,967,1
2016-01-01,viana-do-castelo,rental,4.2,1
2016-01-01,viana-do-castelo,sale,932,1
2016-01-01,vila-real,rental,3.4,1
2016-01-01,vila-real,sale,802,1
2016-01-01,viseu,rental,3.4,1
2016-01-01,viseu,sale,741,1
2016-02-01,aveiro,rental,4,1
2016-02-01,aveiro,sale,806,1
2016-02-01,azores,sale,888.5,2
2016-02-01,beja,rental,4.4,1
2016-02-01,beja,sale,846,1
2016-02-01,braga,rental,3.4,1
2016-02-01,braga,sale,762,1
2016-02-01,braganca,sale,655,1
2016-02-01,castelo-branco,rental,3.2,1
2016-02-01,castelo-branco,sale,701,1
2016-02-01,coimbra,rental,4.6,1
2016-02-01,coimbra,sale,1077,1
2016-02-01,evora,rental,5.1,1
2016-02-01,evora,sale,893,1
2016-02-01,faro,rental,5.5,1
2016-02-01,faro,sale,1454,1
2016-02-01,guarda,sale,878,1
2016-02-01,leiria,rental,3.8,1
2016-02-01,leiria,sale,878,1
2016-02-01,lisboa,rental,8,1
2016-02-01,lisboa,sale,1597,1
2016-02-01,madeira,rental,5.3,1
2016-02-01,madeira,sale,1138.5,2
2016-02-01,portalegre,sale,657,1
2016-02-01,porto,rental,5.6,1
2016-02-01,porto,sale,1043,1
2016-02-01,portugal,rental,5.8,1
2016-02-01,portugal,sale,1169,1
2016-02-01,santarem,rental,3.5,1
2016-02-01,santarem,sale,725,1
2016-02-01,setubal,rental,4.9,1
2016-02-01,setubal,sale,972,1
2016-02-01,viana-do-castelo,rental,4.2,1
2016-02-01,viana-do-castelo,sale,942,1
2016-02-01,vila-real,rental,3.5,1
2016-02-01,vila-real,sale,819,1
2016-02-01,viseu,rental,3.4,1
2016-02-01,viseu,sale,742,1
2016-03-01,aveiro,rental,4,1
2016-03-01,aveiro,sale,807,1
2016-03-01,azores,sale,897.5,2
2016-03-01,beja,rental,4.1,1
2016-03-01,beja,sale,837,1
2016-03-01,braga,rental,3.4,1
2016-03-01,braga,sale,744,1
2016-03-01,braganca,sale,679,1
2016-03-01,castelo-branco,rental,3.2,1
2016-03-01,castelo-branco,sale,676,1
2016-03-01,coimbra,rental,4.5,1
2016-03-01,coimbra,sale,1070,1
2016-03-01,evora,rental,5.6,1
2016-03-01,evora,sale,952,1
2016-03-01,faro,rental,5.5,1
2016-03-01,faro,sale,1455,1
2016-03-01,guarda,sale,863,1
2016-03-01,leiria,rental,3.8,1
2016-03-01,leiria,sale,863,1
2016-03-01,lisboa,rental,7.9,1
2016-03-01,lisboa,sale,1636,1
2016-03-01,madeira,rental,5.1,1
2016-03-01,madeira,sale,1175.5,2
2016-03-01,portalegre,sale,653,1
2016-03-01,porto,rental,5.5,1
2016-03-01,porto,sale,1006,1
2016-03-01,portugal,rental,5.7,1
2016-03-01,portugal,sale,1177,1
2016-03-01,santarem,rental,3.5,1
2016-03-01,santarem,sale,721,1
2016-03-01,setubal,rental,4.8,1
2016-03-01,setubal,sale,993,1
2016-03-01,viana-do-castelo,rental,4.1,1
2016-03-01,viana-do-castelo,sale,950,1
2016-03-01,vila-real,rental,3.4,1
2016-03-01,vila-real,sale,823,1
2016-03-01,viseu,rental,3.3,1
2016-03-01,viseu,sale,769,1
2016-04-01,aveiro,rental,4,1
2016-04-01,aveiro,sale,809,1
2016-04-01,azores,sale,895.5,2
2016-04-01,beja,rental,4.2,1
2016-04-01,beja,sale,832,1
2016-04-01,braga,rental,3.5,1
2016-04-01,braga,sale,734,1
2016-04-01,braganca,sale,680,1
2016-04-01,castelo-branco,rental,3.4,1
2016-04-01,castelo-branco,sale,685,1
2016-04-01,coimbra,rental,4.5,1
2016-04-01,coimbra,sale,1052,1
2016-04-01,evora,rental,4.8,1
2016-04-01,evora,sale,915,1
2016-04-01,faro,rental,5.7,1
2016-04-01,faro,sale,1459,1
2016-04-01,guarda,sale,854,1
2016-04-01,leiria,rental,3.9,1
2016-04-01,leiria,sale,854,1
2016-04-01,lisboa,rental,8,1
2016-04-01,lisboa,sale,1650,1
2016-04-01,madeira,rental,5.8,1
2016-04-01,madeira,sale,1178,2
2016-04-01,portalegre,sale,650,1
2016-04-01,porto,rental,5.7,1
2016-04-01,porto,sale,1009,1
2016-04-01,portugal,rental,5.8,1
2016-04-01,portugal,sale,1167,1
2016-04-01,santarem,rental,3.5,1
2016-04-01,santarem,sale,728,1
2016-04-01,setubal,rental,4.9,1
2016-04-01,setubal,sale,990,1
2016-04-01,viana-do-castelo,rental,4,1
2016-04-01,viana-do-castelo,sale,948,1
2016-04-01,vila-real,rental,5.5,1
2016-04-01,vila-real,sale,818,1
2016-04-01,viseu,rental,3.3,1
2016-04-01,viseu,sale,761,1
2016-05-01,aveiro,rental,4,1
2016-05-01,aveiro,sale,798,1
2016-05-01,azores,sale,848.6666666666666,3
2016-05-01,beja,rental,4.1,1
2016-05-01,beja,sale,831,1
2016-05-01,braga,rental,3.4,1
2016-05-01,braga,sale,729,1
2016-05-01,braganca,sale,677,1
2016-05-01,castelo-branco,rental,3.6,1
2016-05-01,castelo-branco,sale,680,1
2016-05-01,coimbra,rental,4.5,1
2016-05-01,coimbra,sale,1048,1
2016-05-01,evora,rental,4.9,1
2016-05-01,evora,sale,865,1
2016-05-01,faro,rental,5.6,1
2016-05-01,faro,sale,1473,1
2016-05-01,guarda,rental,3,1
2016-05-01,guarda,sale,841,1
2016-05-01,leiria,rental,4,1
2016-05-01,leiria,sale,841,1
2016-05-01,lisboa,rental,8.1,1
2016-05-01,lisboa,sale,1698,1
2016-05-01,madeira,rental,5.9,1
2016-05-01,madeira,sale,1172,2
2016-05-01,portalegre,sale,664,1
2016-05-01,porto,rental,5.8,1
2016-05-01,porto,sale,1000,1
2016-05-01,portugal,rental,5.8,1
2016-05-01,portugal,sale,1165,1
2016-05-01,santarem,rental,3.4,1
2016-05-01,santarem,sale,730,1
2016-05-01,setubal,rental,4.9,1
2016-05-01,setubal,sale,981,1
2016-05-01,viana-do-castelo,rental,3.9,1
2016-05-01,viana-do-castelo,sale,952,1
2016-05-01,vila-real,rental,5,1
2016-05-01,vila-real,sale,798,1
2016-05-01,viseu,rental,3.3,1
2016-05-01,viseu,sale,737,1
2016-06-01,aveiro,rental,4.1,1
2016-06-01,aveiro,sale,799,1
2016-06-01,azores,sale,858.6666666666666,3
2016-06-01,beja,rental,4.1,1
2016-06-01,beja,sale,810,1
2016-06-01,braga,rental,3.5,1
2016-06-01,braga,sale,726,1
2016-06-01,braganca,sale,680,1
2016-06-01,castelo-branco,rental,3.8,1
2016-06-01,castelo-branco,sale,672,1
2016-06-01,coimbra,rental,4.5,1
2016-06-01,coimbra,sale,1085,1
2016-06-01,evora,rental,4.4,1
2016-06-01,evora,sale,881,1
2016-06-01,faro,rental,5.8,1
2016-06-01,faro,sale,1483,1
2016-06-01,guarda,rental,2.9,1
2016-06-01,guarda,sale,846,1
2016-06-01,leiria,rental,3.7,1
2016-06-01,leiria,sale,846,1
2016-06-01,lisboa,rental,8.2,1
2016-06-01,lisboa,sale,1718,1
2016-06-01,madeira,rental,5.7,1
2016-06-01,madeira,sale,1138,2
2016-06-01,portalegre,sale,659,1
2016-06-01,porto,rental,5.7,1
2016-06-01,porto,sale,1005,1
2016-06-01,portugal,rental,5.9,1
2016-06-01,portugal,sale,1184,1
2016-06-01,santarem,rental,3.4,1
2016-06-01,santarem,sale,725,1
2016-06-01,setubal,rental,4.9,1
2016-06-01,setubal,sale,1001,1
2016-06-01,viana-do-castelo,rental,3.8,1
2016-06-01,viana-do-castelo,sale,983,1
2016-06-01,vila-real,rental,3.5,1
2016-06-01,vila-real,sale,796,1
2016-06-01,viseu,rental,3.4,1
2016-06-01,viseu,sale,772,1
2016-07-01,aveiro,rental,4.2,1
2016-07-01,aveiro,sale,799,1
2016-07-01,azores,sale,878,3
2016-07-01,beja,rental,4.2,1
2016-07-01,beja,sale,790,1
2016-07-01,braga,rental,3.6,1
2016-07-01,braga,sale,741,1
2016-07-01,braganca,sale,678,1
2016-07-01,castelo-branco,rental,3.7,1
2016-07-01,castelo-branco,sale,698,1
2016-07-01,coimbra,rental,4.6,1
2016-07-01,coimbra,sale,1088,1
2016-07-01,evora,rental,4.1,1
2016-07-01,evora,sale,862,1
2016-07-01,faro,rental,6.3,1
2016-07-01,faro,sale,1493,1
2016-07-01,guarda,sale,854,1
2016-07-01,leiria,rental,3.8,1
2016-07-01,leiria,sale,854,1
2016-07-01,lisboa,rental,8.4,1
2016-07-01,lisboa,sale,1758,1
2016-07-01,madeira,rental,6,1
2016-07-01,madeira,sale,1162,2
2016-07-01,portalegre,sale,639,1
2016-07-01,porto,rental,5.9,1
2016-07-01,porto,sale,1023,1
2016-07-01,portugal,rental,6,1
2016-07-01,portugal,sale,1193,1
2016-07-01,santarem,rental,3.4,1
2016-07-01,santarem,sale,721,1
2016-07-01,setubal,rental,4.9,1
2016-07-01,setubal,sale,1012,1
2016-07-01,viana-do-castelo,rental,4,1
2016-07-01,viana-do-castelo,sale,958,1
2016-07-01,vila-real,rental,3.4,1
2016-07-01,vila-real,sale,787,1
2016-07-01,viseu,rental,3.4,1
2016-07-01,viseu,sale,746,1
2016-08-01,aveiro,rental,4.1,1
2016-08-01,aveiro,sale,800,1
2016-08-01,azores,sale,863.3333333333334,3
2016-08-01,beja,rental,4.5,1
2016-08-01,beja,sale,808,1
2016-08-01,braga,rental,3.6,1
2016-08-01,braga,sale,741,1
2016-08-01,braganca,sale,675,1
2016-08-01,castelo-branco,rental,3.7,1
2016-08-01,castelo-branco,sale,701,1
2016-08-01,coimbra,rental,4.9,1
2016-08-01,coimbra,sale,1047,1
2016-08-01,evora,rental,4.7,1
2016-08-01,evora,sale,870,1
2016-08-01,faro,rental,6.2,1
2016-08-01,faro,sale,1498,1
2016-08-01,guarda,sale,853,1
2016-08-01,leiria,rental,3.9,1
2016-08-01,leiria,sale,853,1
2016-08-01,lisboa,rental,9.3,1
2016-08-01,lisboa,sale,1764,1
2016-08-01,madeira,rental,5.7,1
2016-08-01,madeira,sale,1144.5,2
2016-08-01,portalegre,sale,649,1
2016-08-01,porto,rental,6.5,1
2016-08-01,porto,sale,1022,1
2016-08-01,portugal,rental,6.5,1
2016-08-01,portugal,sale,1193,1
2016-08-01,santarem,rental,3.4,1
2016-08-01,santarem,sale,720,1
2016-08-01,setubal,rental,4.9,1
2016-08-01,setubal,sale,1006,1
2016-08-01,viana-do-castelo,rental,4,1
2016-08-01,viana-do-castelo,sale,940,1
2016-08-01,vila-real,rental,3.5,1
2016-08-01,vila-real,sale,786,1
2016-08-01,viseu,rental,3.4,1
2016-08-01,viseu,sale,754,1
2016-09-01,aveiro,rental,4,1
2016-09-01,aveiro,sale,806,1
2016-09-01,azores,sale,845.6666666666666,3
2016-09-01,beja,rental,4.2,1
2016-09-01,beja,sale,822,1
2016-09-01,braga,rental,3.6,1
2016-09-01,braga,sale,736,1
2016-09-01,braganca,sale,703,1
2016-09-01,castelo-branco,rental,3.8,1
2016-09-01,castelo-branco,sale,700,1
2016-09-01,coimbra,rental,5,1
2016-09-01,coimbra,sale,1014,1
2016-09-01,evora,rental,4.7,1
2016-09-01,evora,sale,921,1
2016-09-01,faro,rental,6,1
2016-09-01,faro,sale,1512,1
2016-09-01,guarda,sale,849,1
2016-09-01,leiria,rental,3.8,1
2016-09-01,leiria,sale,849,1
2016-09-01,lisboa,rental,9.6,1
2016-09-01,lisboa,sale,1764,1
2016-09-01,madeira,rental,5.2,1
2016-09-01,madeira,sale,1194.5,2
2016-09-01,portalegre,rental,3.3,1
2016-09-01,portalegre,sale,600,1
2016-09-01,porto,rental,6.7,1
2016-09-01,porto,sale,1028,1
2016-09-01,portugal,rental,6.7,1
2016-09-01,portugal,sale,1213,1
2016-09-01,santarem,rental,3.4,1
2016-09-01,santarem,sale,719,1
2016-09-01,setubal,rental,4.9,1
2016-09-01,setubal,sale,1013,1
2016-09-01,viana-do-castelo,rental,4,1
2016-09-01,viana-do-castelo,sale,954,1
2016-09-01,vila-real,rental,3.6,1
2016-09-01,vila-real,sale,806,1
2016-09-01,viseu,rental,3.3,1
2016-09-01,viseu,sale,729,1
2016-10-01,aveiro,rental,4.1,1
2016-10-01,aveiro,sale,810,1
2016-10-01,azores,sale,856.3333333333334,3
2016-10-01,beja,rental,4.1,1
2016-10-01,beja,sale,787,1
2016-10-01,braga,rental,4.6,1
2016-10-01,braga,sale,737,1
2016-10-01,braganca,sale,679,1
2016-10-01,castelo-branco,rental,3.7,1
2016-10-01,castelo-branco,sale,694,1
2016-10-01,coimbra,rental,5.1,1
2016-10-01,coimbra,sale,1013,1
2016-10-01,evora,rental,5.2,1
2016-10-01,evora,sale,878,1
2016-10-01,faro,rental,6,1
2016-10-01,faro,sale,1514,1
2016-10-01,guarda,rental,2.8,1
2016-10-01,guarda,sale,854,1
2016-10-01,leiria,rental,3.9,1
2016-10-01,leiria,sale,854,1
2016-10-01,lisboa,rental,9.9,1
2016-10-01,lisboa,sale,1845,1
2016-10-01,madeira,rental,5.4,1
2016-10-01,madeira,sale,1143,2
2016-10-01,portalegre,rental,3.2,1
2016-10-01,portalegre,sale,611,1
2016-10-01,porto,rental,7,1
2016-10-01,porto,sale,1041,1
2016-10-01,portugal,rental,6.9,1
2016-10-01,portugal,sale,1233,1
2016-10-01,santarem,rental,3.6,1
2016-10-01,santarem,sale,733,1
2016-10-01,setubal,rental,5.1,1
2016-10-01,setubal,sale,1021,1
2016-10-01,viana-do-castelo,rental,3.9,1
2016-10-01,viana-do-castelo,sale,932,1
2016-10-01,vila-real,rental,3.4,1
2016-10-01,vila-real,sale,781,1
2016-10-01,viseu,rental,3.2,1
2016-10-01,viseu,sale,717,1
2016-11-01,aveiro,rental,4.1,1
2016-11-01,aveiro,sale,812,1
2016-11-01,azores,sale,850,3
2016-11-01,beja,rental,4.1,1
2016-11-01,beja,sale,794,1
2016-11-01,braga,rental,5.5,1
2016-11-01,braga,sale,741,1
2016-11-01,braganca,sale,674,1
2016-11-01,castelo-branco,rental,3.7,1
2016-11-01,castelo-branco,sale,682,1
2016-11-01,coimbra,rental,5.3,1
2016-11-01,coimbra,sale,1010,1
2016-11-01,evora,rental,4.9,1
2016-11-01,evora,sale,889,1
2016-11-01,faro,rental,6.1,1
2016-11-01,faro,sale,1541,1
2016-11-01,guarda,rental,2.9,1
2016-11-01,guarda,sale,861,1
2016-11-01,leiria,rental,4,1
2016-11-01,leiria,sale,861,1
2016-11-01,lisboa,rental,10.5,1
2016-11-01,lisboa,sale,1925,1
2016-11-01,madeira,rental,5.8,1
2016-11-01,madeira,sale,1157,2
2016-11-01,portalegre,rental,3.4,1
2016-11-01,portalegre,sale,614,1
2016-11-01,porto,rental,7.5,1
2016-11-01,porto,sale,1059,1
2016-11-01,portugal,rental,7.3,1
2016-11-01,portugal,sale,1273,1
2016-11-01,santarem,rental,3.6,1
2016-11-01,santarem,sale,752,1
2016-11-01,setubal,rental,5.2,1
2016-11-01,setubal,sale,1035,1
2016-11-01,viana-do-castelo,rental,4,1
2016-11-01,viana-do-castelo,sale,934,1
2016-11-01,vila-real,rental,3.5,1
2016-11-01,vila-real,sale,785,1
2016-11-01,viseu,rental,3.1,1
2016-11-01,viseu,sale,720,1
2016-12-01,aveiro,rental,4,1
2016-12-01,aveiro,sale,813,1
2016-12-01,azores,sale,839.6666666666666,3
2016-12-01,beja,rental,4.3,1
2016-12-01,beja,sale,770,1
2016-12-01,braga,rental,4.3,1
2016-12-01,braga,sale,735,1
2016-12-01,braganca,sale,701,1
2016-12-01,castelo-branco,rental,3.8,1
2016-12-01,castelo-branco,sale,674,1
2016-12-01,coimbra,rental,5.3,1
2016-12-01,coimbra,sale,1006,1
2016-12-01,evora,rental,4.8,1
2016-12-01,evora,sale,908,1
2016-12-01,faro,rental,6,1
2016-12-01,faro,sale,1547,1
2016-12-01,guarda,rental,2.7,1
2016-12-01,guarda,sale,879,1
2016-12-01,leiria,rental,4,1
2016-12-01,leiria,sale,879,1
2016-12-01,lisboa,rental,11,1
2016-12-01,lisboa,sale,1955,1
2016-12-01,madeira,rental,5.8,1
2016-12-01,madeira,sale,1159.5,2
2016-12-01,portalegre,rental,3.4,1
2016-12-01,portalegre,sale,601,1
2016-12-01,porto,rental,8.1,1
2016-12-01,porto,sale,1081,1
2016-12-01,portugal,rental,7.7,1
2016-12-01,portugal,sale,1286,1
2016-12-01,santarem,rental,3.5,1
2016-12-01,santarem,sale,735,1
2016-12-01,setubal,rental,5.3,1
2016-12-01,setubal,sale,1026,1
2016-12-01,viana-do-castelo,rental,4,1
2016-12-01,viana-do-castelo,sale,948,1
2016-12-01,vila-real,rental,3.6,1
2016-12-01,vila-real,sale,826,1
2016-12-01,viseu,rental,3.2,1
2016-12-01,viseu,sale,733,1
2017-01-01,aveiro,rental,4,1
2017-01-01,aveiro,sale,814,1
2017-01-01,azores,sale,876.5,4
2017-01-01,beja,rental,4.3,1
2017-01-01,beja,sale,766,1
2017-01-01,braga,rental,4.2,1
2017-01-01,braga,sale,737,1
2017-01-01,braganca,sale,698,1
2017-01-01,castelo-branco,rental,3.9,1
2017-01-01,castelo-branco,sale,665,1
2017-01-01,coimbra,rental,5.3,1
2017-01-01,coimbra,sale,1016,1
2017-01-01,evora,rental,5.1,1
2017-01-01,evora,sale,923,1
2017-01-01,faro,rental,6.3,1
2017-01-01,faro,sale,1567,1
2017-01-01,guarda,sale,890,1
2017-01-01,leiria,rental,3.9,1
2017-01-01,leiria,sale,890,1
2017-01-01,lisboa,rental,11.5,1
2017-01-01,lisboa,sale,2002,1
2017-01-01,madeira,rental,5.9,1
2017-01-01,madeira,sale,1202,2
2017-01-01,portalegre,sale,594,1
2017-01-01,porto,rental,8.2,1
2017-01-01,porto,sale,1084,1
2017-01-01,portugal,rental,8,1
2017-01-01,portugal,sale,1293,1
2017-01-01,santarem,rental,3.5,1
2017-01-01,santarem,sale,734,1
2017-01-01,setubal,rental,5.3,1
2017-01-01,setubal,sale,1035,1
2017-01-01,viana-do-castelo,rental,3.9,1
2017-01-01,viana-do-castelo,sale,946,1
2017-01-01,vila-real,rental,5.3,1
2017-01-01,vila-real,sale,823,1
2017-01-01,viseu,rental,3.3,1
2017-01-01,viseu,sale,738,1
2017-02-01,aveiro,rental,4,1
2017-02-01,aveiro,sale,809,1
2017-02-01,azores,sale,877.75,4
2017-02-01,beja,rental,4.8,1
2017-02-01,beja,sale,769,1
2017-02-01,braga,rental,4.2,1
2017-02-01,braga,sale,742,1
2017-02-01,braganca,sale,688,1
2017-02-01,castelo-branco,rental,4,1
2017-02-01,castelo-branco,sale,681,1
2017-02-01,coimbra,rental,5.3,1
2017-02-01,coimbra,sale,965,1
2017-02-01,evora,rental,5.1,1
2017-02-01,evora,sale,924,1
2017-02-01,faro,rental,6.5,1
2017-02-01,faro,sale,1598,1
2017-02-01,guarda,sale,900,1
2017-02-01,leiria,rental,4,1
2017-02-01,leiria,sale,900,1
2017-02-01,lisboa,rental,11.6,1
2017-02-01,lisboa,sale,2036,1
2017-02-01,madeira,rental,6.1,1
2017-02-01,madeira,sale,1204.5,2
2017-02-01,portalegre,rental,3.5,1
2017-02-01,portalegre,sale,594,1
2017-02-01,porto,rental,8,1
2017-02-01,porto,sale,1091,1
2017-02-01,portugal,rental,8,1
2017-02-01,portugal,sale,1306,1
2017-02-01,santarem,rental,3.6,1
2017-02-01,santarem,sale,735,1
2017-02-01,setubal,rental,5.4,1
2017-02-01,setubal,sale,1039,1
2017-02-01,viana-do-castelo,rental,3.9,1
2017-02-01,viana-do-castelo,sale,932,1
2017-02-01,vila-real,rental,5,1
2017-02-01,vila-real,sale,788,1
2017-02-01,viseu,rental,3.3,1
2017-02-01,viseu,sale,728,1
2017-03-01,aveiro,rental,4.1,1
2017-03-01,aveiro,sale,819,1
2017-03-01,azores,sale,861.75,4
2017-03-01,beja,rental,4.8,1
2017-03-01,beja,sale,765,1
2017-03-01,braga,rental,4,1
2017-03-01,braga,sale,750,1
2017-03-01,braganca,sale,708,1
2017-03-01,castelo-branco,rental,3.8,1
2017-03-01,castelo-branco,sale,687,1
2017-03-01,coimbra,rental,5.3,1
2017-03-01,coimbra,sale,972,1
2017-03-01,evora,rental,4.9,1
2017-03-01,evora,sale,878,1
2017-03-01,faro,rental,6.7,1
2017-03-01,faro,sale,1619,1
2017-03-01,guarda,sale,901,1
2017-03-01,leiria,rental,3.9,1
2017-03-01,leiria,sale,901,1
2017-03-01,lisboa,rental,11.5,1
2017-03-01,lisboa,sale,2083,1
2017-03-01,madeira,rental,5.9,1
2017-03-01,madeira,sale,1197.5,2
2017-03-01,portalegre,rental,3.4,1
2017-03-01,portalegre,sale,590,1
2017-03-01,porto,rental,7.9,1
2017-03-01,porto,sale,1113,1
2017-03-01,portugal,rental,7.9,1
2017-03-01,portugal,sale,1330,1
2017-03-01,santarem,rental,3.6,1
2017-03-01,santarem,sale,743,1
2017-03-01,setubal,rental,5.4,1
2017-03-01,setubal,sale,1050,1
2017-03-01,viana-do-castelo,rental,3.8,1
2017-03-01,viana-do-castelo,sale,939,1
2017-03-01,vila-real,rental,4.9,1
2017-03-01,vila-real,sale,799,1
2017-03-01,viseu,rental,3.2,1
2017-03-01,viseu,sale,720,1
2017-04-01,aveiro,rental,4,1
2017-04-01,aveiro,sale,827,1
2017-04-01,azores,sale,867.25,4
2017-04-01,beja,rental,4.4,1
2017-04-01,beja,sale,782,1
2017-04-01,braga,rental,4,1
2017-04-01,braga,sale,757,1
2017-04-01,braganca,sale,698,1
2017-04-01,castelo-branco,rental,3.8,1
2017-04-01,castelo-branco,sale,686,1
2017-04-01,coimbra,rental,5.2,1
2017-04-01,coimbra,sale,969,1
2017-04-01,evora,rental,4.8,1
2017-04-01,evora,sale,890,1
2017-04-01,faro,rental,6.8,1
2017-04-01,faro,sale,1636,1
2017-04-01,guarda,sale,905,1
2017-04-01,leiria,rental,3.9,1
2017-04-01,leiria,sale,905,1
2017-04-01,lisboa,rental,11.4,1
2017-04-01,lisboa,sale,2165,1
2017-04-01,madeira,rental,5.6,1
2017-04-01,madeira,sale,1191.5,2
2017-04-01,portalegre,sale,589,1
2017-04-01,porto,rental,7.8,1
2017-04-01,porto,sale,1129,1
2017-04-01,portugal,rental,7.9,1
2017-04-01,portugal,sale,1354,1
2017-04-01,santarem,rental,3.7,1
2017-04-01,santarem,sale,736,1
2017-04-01,setubal,rental,5.5,1
2017-04-01,setubal,sale,1061,1
2017-04-01,viana-do-castelo,rental,3.6,1
2017-04-01,viana-do-castelo,sale,906,1
2017-04-01,vila-real,rental,3.2,1
2017-04-01,vila-real,sale,789,1
2017-04-01,viseu,rental,3.1,1
2017-04-01,viseu,sale,719,1
2017-05-01,aveiro,rental,4.1,1
2017-05-01,aveiro,sale,826,1
2017-05-01,azores,sale,856,4
2017-05-01,beja,sale,770,1
2017-05-01,braga,rental,4.1,1
2017-05-01,braga,sale,763,1
2017-05-01,braganca,sale,699,1
2017-05-01,castelo-branco,rental,3.8,1
2017-05-01,castelo-branco,sale,681,1
2017-05-01,coimbra,rental,5.2,1
2017-05-01,coimbra,sale,982,1
2017-05-01,evora,rental,5.1,1
2017-05-01,evora,sale,861,1
2017-05-01,faro,rental,6.8,1
2017-05-01,faro,sale,1643,1
2017-05-01,guarda,sale,896,1
