date,region,price_type,price_per_sqm
2022-09-01,lisboa,rental,14.6
2022-08-01,lisboa,rental,14.2
2022-07-01,lisboa,rental,13.8
2022-06-01,lisboa,rental,13.6
2022-05-01,lisboa,rental,13.4
2022-04-01,lisboa,rental,13.2
2022-03-01,lisboa,rental,13
2022-02-01,lisboa,rental,13
2022-01-01,lisboa,rental,12.8
2021-12-01,lisboa,rental,12.7
2021-11-01,lisboa,rental,12.7
2021-10-01,lisboa,rental,12.7
2021-09-01,lisboa,rental,12.7
2021-08-01,lisboa,rental,12.7
2021-07-01,lisboa,rental,12.7
2021-06-01,lisboa,rental,12.8
2021-05-01,lisboa,rental,12.8
2021-04-01,lisboa,rental,12.8
2021-03-01,lisboa,rental,12.9
2021-02-01,lisboa,rental,13
2021-01-01,lisboa,rental,13.1
2020-12-01,lisboa,rental,13.1
2020-11-01,lisboa,rental,13.2
2020-10-01,lisboa,rental,13.3
2020-09-01,lisboa,rental,13.3
2020-08-01,lisboa,rental,13.4
2020-07-01,lisboa,rental,13.5
2020-06-01,lisboa,rental,13.7
2020-05-01,lisboa,rental,14
2020-04-01,lisboa,rental,14.2
2020-03-01,lisboa,rental,14
2020-02-01,lisboa,rental,13.8
2020-01-01,lisboa,rental,13.8
2019-12-01,lisboa,rental,13.9
2019-11-01,lisboa,rental,13.9
2019-10-01,lisboa,rental,13.9
2019-09-01,lisboa,rental,13.9
2019-08-01,lisboa,rental,13.8
2019-07-01,lisboa,rental,13.7
2019-06-01,lisboa,rental,14
2019-05-01,lisboa,rental,14.1
2019-04-01,lisboa,rental,14.1
2019-03-01,lisboa,rental,14.2
2019-02-01,lisboa,rental,14.2
2019-01-01,lisboa,rental,14.1
2018-12-01,lisboa,rental,14.1
2018-11-01,lisboa,rental,13.8
2018-10-01,lisboa,rental,13.6
2018-09-01,lisboa,rental,13.4
2018-08-01,lisboa,rental,13.3
2018-07-01,lisboa,rental,13.4
2018-06-01,lisboa,rental,13.2
2018-05-01,lisboa,rental,13.2
2018-04-01,lisboa,rental,13.2
2018-03-01,lisboa,rental,12.9
2018-02-01,lisboa,rental,12.6
2018-01-01,lisboa,rental,12.5
2017-12-01,lisboa,rental,12.2
2017-11-01,lisboa,rental,12
2017-10-01,lisboa,rental,12.1
2017-09-01,lisboa,rental,11.8
2017-08-01,lisboa,rental,11.7
2017-07-01,lisboa,rental,11.8
2017-06-01,lisboa,rental,11.7
2017-05-01,lisboa,rental,11.3
2017-04-01,lisboa,rental,11.4
2017-03-01,lisboa,rental,11.5
2017-02-01,lisboa,rental,11.6
2017-01-01,lisboa,rental,11.5
2016-12-01,lisboa,rental,11
2016-11-01,lisboa,rental,10.5
2016-10-01,lisboa,rental,9.9
2016-09-01,lisboa,rental,9.6
2016-08-01,lisboa,rental,9.3
2016-07-01,lisboa,rental,8.4
2016-06-01,lisboa,rental,8.2
2016-05-01,lisboa,rental,8.1
2016-04-01,lisboa,rental,8
2016-03-01,lisboa,rental,7.9
2016-02-01,lisboa,rental,8
2016-01-01,lisboa,rental,7.8
2015-12-01,lisboa,rental,7.6
2015-11-01,lisboa,rental,7.5
2015-10-01,lisboa,rental,7.2
2015-09-01,lisboa,rental,7
2015-08-01,lisboa,rental,6.9
2015-07-01,lisboa,rental,7
2015-06-01,lisboa,rental,6.7
2015-05-01,lisboa,rental,6.7
2015-04-01,lisboa,rental,6.4
2015-03-01,lisboa,rental,6.3
2015-02-01,lisboa,rental,6.3
2015-01-01,lisboa,rental,5.3
2025-03-01,portalegre,rental,6.5
2025-02-01,portalegre,rental,6.7
2025-01-01,portalegre,rental,6.9
2024-12-01,portalegre,rental,6.9
2024-11-01,portalegre,rental,6.9
2024-10-01,portalegre,rental,7
2024-09-01,portalegre,rental,6.2
2024-08-01,portalegre,rental,6.1
2024-07-01,portalegre,rental,6
2024-06-01,portalegre,rental,6.5
2024-05-01,portalegre,rental,6.6
2024-04-01,portalegre,rental,6.1
2024-03-01,portalegre,rental,5.8
2024-02-01,portalegre,rental,6.2
2024-01-01,portalegre,rental,6.6
2023-12-01,portalegre,rental,6.1
2023-11-01,portalegre,rental,5.6
2023-10-01,portalegre,rental,6
2023-09-01,portalegre,rental,5.7
2023-08-01,portalegre,rental,5.8
2023-07-01,portalegre,rental,5.7
2023-06-01,portalegre,rental,5.6
2023-05-01,portalegre,rental,5.5
2023-04-01,portalegre,rental,5.3
2023-03-01,portalegre,rental,5.4
2023-02-01,portalegre,rental,5.3
2023-01-01,portalegre,rental,4.8
2022-12-01,portalegre,rental,4.5
2022-11-01,portalegre,rental,4.6
2022-10-01,portalegre,rental,5
2019-11-01,portalegre,rental,4.4
2019-10-01,portalegre,rental,4.5
2017-12-01,portalegre,rental,4
2017-11-01,portalegre,rental,3.6
2017-10-01,portalegre,rental,3.4
2017-05-01,portalegre,rental,3.3
2017-03-01,portalegre,rental,3.4
2017-02-01,portalegre,rental,3.5
2016-12-01,portalegre,rental,3.4
2016-11-01,portalegre,rental,3.4
2016-10-01,portalegre,rental,3.2
2016-09-01,portalegre,rental,3.3
2015-12-01,portalegre,rental,3.3
2015-11-01,portalegre,rental,3.4
2015-09-01,portalegre,rental,3.1
2025-03-01,porto,rental,15.6
2025-02-01,porto,rental,15.4
2025-01-01,porto,rental,15.7
2024-12-01,porto,rental,15.7
2024-11-01,porto,rental,15.5
2024-10-01,porto,rental,15.5
2024-09-01,porto,rental,15.4
2024-08-01,porto,rental,15.3
2024-07-01,porto,rental,15.4
2024-06-01,porto,rental,15.3
2024-05-01,porto,rental,15.4
2024-04-01,porto,rental,15.2
2024-03-01,porto,rental,15.1
2024-02-01,porto,rental,15.1
2024-01-01,porto,rental,15.1
2023-12-01,porto,rental,15.1
2023-11-01,porto,rental,14.9
2023-10-01,porto,rental,14.7
2023-09-01,porto,rental,14.2
2023-08-01,porto,rental,14
2023-07-01,porto,rental,13.6
2023-06-01,porto,rental,13.3
2023-05-01,porto,rental,13
2023-04-01,porto,rental,12.9
2023-03-01,porto,rental,12.8
2023-02-01,porto,rental,12.7
2023-01-01,porto,rental,12.6
2022-12-01,porto,rental,12.2
2022-11-01,porto,rental,11.5
2022-10-01,porto,rental,10.9
2022-09-01,porto,rental,10.5
2022-08-01,porto,rental,10.2
2022-07-01,porto,rental,10.1
2022-06-01,porto,rental,10.1
2022-05-01,porto,rental,10
2022-04-01,porto,rental,9.9
2022-03-01,porto,rental,10
2022-02-01,porto,rental,9.9
2022-01-01,porto,rental,9.8
2021-12-01,porto,rental,9.8
2021-11-01,porto,rental,9.8
2021-10-01,porto,rental,9.8
2021-09-01,porto,rental,9.9
2021-08-01,porto,rental,10
2021-07-01,porto,rental,9.9
2021-06-01,porto,rental,9.9
2021-05-01,porto,rental,9.9
2021-04-01,porto,rental,9.8
2021-03-01,porto,rental,9.9
2021-02-01,porto,rental,9.9
2021-01-01,porto,rental,9.8
2020-12-01,porto,rental,9.8
2020-11-01,porto,rental,9.8
2020-10-01,porto,rental,9.7
2020-09-01,porto,rental,9.7
2020-08-01,porto,rental,9.8
2020-07-01,porto,rental,9.8
2020-06-01,porto,rental,9.8
2020-05-01,porto,rental,10
2020-04-01,porto,rental,10.2
2020-03-01,porto,rental,10.1
2020-02-01,porto,rental,10.1
2020-01-01,porto,rental,10
2019-12-01,porto,rental,9.9
2019-11-01,porto,rental,9.8
2019-10-01,porto,rental,9.5
2019-09-01,porto,rental,9.5
2019-08-01,porto,rental,9.5
2019-07-01,porto,rental,9.4
2019-06-01,porto,rental,9.5
2019-05-01,porto,rental,9.5
2019-04-01,porto,rental,9.4
2019-03-01,porto,rental,9.3
2019-02-01,porto,rental,9.4
2019-01-01,porto,rental,9.4
2018-12-01,porto,rental,8.9
2018-11-01,porto,rental,8.9
2018-10-01,porto,rental,8.8
2018-09-01,porto,rental,8.8
2018-08-01,porto,rental,8.9
2018-07-01,porto,rental,8.6
2018-06-01,porto,rental,8.2
2018-05-01,porto,rental,8.2
2018-04-01,porto,rental,8.1
2018-03-01,porto,rental,8
2018-02-01,porto,rental,7.9
2018-01-01,porto,rental,7.6
2017-12-01,porto,rental,7.5
2017-11-01,porto,rental,7.5
2017-10-01,porto,rental,8
2017-09-01,porto,rental,7.7
2017-08-01,porto,rental,7.5
2017-07-01,porto,rental,7.8
2017-06-01,porto,rental,7.9
2017-05-01,porto,rental,7.6
2017-04-01,porto,rental,7.8
2017-03-01,porto,rental,7.9
2017-02-01,porto,rental,8
2017-01-01,porto,rental,8.2
2016-12-01,porto,rental,8.1
2016-11-01,porto,rental,7.5
2016-10-01,porto,rental,7
2016-09-01,porto,rental,6.7
2016-08-01,porto,rental,6.5
2016-07-01,porto,rental,5.9
2016-06-01,porto,rental,5.7
2016-05-01,porto,rental,5.8
2016-04-01,porto,rental,5.7
2016-03-01,porto,rental,5.5
2016-02-01,porto,rental,5.6
2016-01-01,porto,rental,5.6
2015-12-01,porto,rental,5.3
2015-11-01,porto,rental,5.2
2015-10-01,porto,rental,5.2
2015-09-01,porto,rental,5.3
2015-08-01,porto,rental,5.5
2015-07-01,porto,rental,5.3
2015-06-01,porto,rental,5.1
2015-05-01,porto,rental,5.1
2015-04-01,porto,rental,5.1
2015-03-01,porto,rental,4.8
2015-02-01,porto,rental,4.8
2015-01-01,porto,rental,4.8
2025-03-01,santarem,rental,8.5
2025-02-01,santarem,rental,8.4
2025-01-01,santarem,rental,8.2
2024-12-01,santarem,rental,8.2
2024-11-01,santarem,rental,8.2
2024-10-01,santarem,rental,8
2024-09-01,santarem,rental,8.1
2024-08-01,santarem,rental,8.2
2024-07-01,santarem,rental,8
2024-06-01,santarem,rental,8
2024-05-01,santarem,rental,7.9
2024-04-01,santarem,rental,7.8
2024-03-01,santarem,rental,7.5
2024-02-01,santarem,rental,7.3
2024-01-01,santarem,rental,7.6
2023-12-01,santarem,rental,7.3
2023-11-01,santarem,rental,7.4
2023-10-01,santarem,rental,7.4
2023-09-01,santarem,rental,7
2023-08-01,santarem,rental,7.2
2023-07-01,santarem,rental,7
2023-06-01,santarem,rental,7
2023-05-01,santarem,rental,7
2023-04-01,santarem,rental,7
2023-03-01,santarem,rental,7
2023-02-01,santarem,rental,6.5
2023-01-01,santarem,rental,6.5
2022-12-01,santarem,rental,6.3
2022-11-01,santarem,rental,6.2
2022-10-01,santarem,rental,6.3
2022-09-01,santarem,rental,6
2022-08-01,santarem,rental,5.9
2022-07-01,santarem,rental,6
2022-06-01,santarem,rental,5.9
2022-05-01,santarem,rental,5.7
2022-04-01,santarem,rental,5.5
2022-03-01,santarem,rental,5.3
2022-02-01,santarem,rental,5.2
2022-01-01,santarem,rental,5.3
2021-12-01,santarem,rental,5
2021-11-01,santarem,rental,5
2021-10-01,santarem,rental,5.1
2021-09-01,santarem,rental,5.2
2021-08-01,santarem,rental,5.1
2021-07-01,santarem,rental,5.1
2021-06-01,santarem,rental,5
2021-05-01,santarem,rental,5.1
2021-04-01,santarem,rental,4.8
2021-03-01,santarem,rental,5
2021-02-01,santarem,rental,5.1
2021-01-01,santarem,rental,5
2020-12-01,santarem,rental,4.9
2020-11-01,santarem,rental,4.8
2020-10-01,santarem,rental,4.8
2020-09-01,santarem,rental,4.9
2020-08-01,santarem,rental,5
2020-07-01,santarem,rental,5
2020-06-01,santarem,rental,5
2020-05-01,santarem,rental,5.1
2020-04-01,santarem,rental,4.9
2020-03-01,santarem,rental,4.8
2020-02-01,santarem,rental,4.8
2020-01-01,santarem,rental,4.7
2019-12-01,santarem,rental,4.5
2019-11-01,santarem,rental,4.6
2019-10-01,santarem,rental,4.4
2019-09-01,santarem,rental,4.4
2019-08-01,santarem,rental,4.3
2019-07-01,santarem,rental,4.4
2019-06-01,santarem,rental,4.4
2019-05-01,santarem,rental,4.4
2019-04-01,santarem,rental,4.4
2019-03-01,santarem,rental,4.2
2019-02-01,santarem,rental,4.2
2019-01-01,santarem,rental,4.4
2018-12-01,santarem,rental,4.1
2018-11-01,santarem,rental,4.1
2018-10-01,santarem,rental,4.1
2018-09-01,santarem,rental,4.1
2018-08-01,santarem,rental,4.2
2018-07-01,santarem,rental,3.9
2018-06-01,santarem,rental,4
2018-05-01,santarem,rental,3.9
2018-04-01,santarem,rental,3.9
2018-03-01,santarem,rental,3.9
2018-02-01,santarem,rental,3.9
2018-01-01,santarem,rental,3.8
2017-12-01,santarem,rental,3.7
2017-11-01,santarem,rental,3.6
2017-10-01,santarem,rental,3.7
2017-09-01,santarem,rental,3.7
2017-08-01,santarem,rental,3.7
2017-07-01,santarem,rental,4.1
2017-06-01,santarem,rental,4.1
2017-05-01,santarem,rental,4.1
2017-04-01,santarem,rental,3.7
2017-03-01,santarem,rental,3.6
2017-02-01,santarem,rental,3.6
2017-01-01,santarem,rental,3.5
2016-12-01,santarem,rental,3.5
2016-11-01,santarem,rental,3.6
2016-10-01,santarem,rental,3.6
2016-09-01,santarem,rental,3.4
2016-08-01,santarem,rental,3.4
2016-07-01,santarem,rental,3.4
2016-06-01,santarem,rental,3.4
2016-05-01,santarem,rental,3.4
2016-04-01,santarem,rental,3.5
2016-03-01,santarem,rental,3.5
2016-02-01,santarem,rental,3.5
2016-01-01,santarem,rental,3.4
2015-12-01,santarem,rental,3.4
2015-11-01,santarem,rental,3.4
2015-10-01,santarem,rental,3.4
2015-09-01,santarem,rental,3.4
2015-08-01,santarem,rental,3.4
2015-07-01,santarem,rental,3.4
2015-06-01,santarem,rental,3.3
2015-05-01,santarem,rental,3.4
2015-04-01,santarem,rental,3.5
2015-03-01,santarem,rental,3.4
2015-02-01,santarem,rental,3.5
2015-01-01,santarem,rental,3.5
2025-03-01,setubal,rental,13.8
2025-02-01,setubal,rental,13.8
2025-01-01,setubal,rental,13.6
2024-12-01,setubal,rental,13.4
2024-11-01,setubal,rental,13.4
2024-10-01,setubal,rental,13.2
2024-09-01,setubal,rental,13.2
2024-08-01,setubal,rental,13
2024-07-01,setubal,rental,12.9
2024-06-01,setubal,rental,12.8
2024-05-01,setubal,rental,12.8
2024-04-01,setubal,rental,12.6
2024-03-01,setubal,rental,12.6
2024-02-01,setubal,rental,12.6
2024-01-01,setubal,rental,12.6
2023-12-01,setubal,rental,12.5
2023-11-01,setubal,rental,12.5
2023-10-01,setubal,rental,12.3
2023-09-01,setubal,rental,11.9
2023-08-01,setubal,rental,11.9
2023-07-01,setubal,rental,11.7
2023-06-01,setubal,rental,11.4
2023-05-01,setubal,rental,11.3
2023-04-01,setubal,rental,11.1
2023-03-01,setubal,rental,11
2023-02-01,setubal,rental,10.6
2023-01-01,setubal,rental,10.5
2022-12-01,setubal,rental,10.3
2022-11-01,setubal,rental,10.2
2022-10-01,setubal,rental,9.9
2022-09-01,setubal,rental,9.5
2022-08-01,setubal,rental,9.5
2022-07-01,setubal,rental,9.4
2022-06-01,setubal,rental,9.2
2022-05-01,setubal,rental,9
2022-04-01,setubal,rental,9
2022-03-01,setubal,rental,9
2022-02-01,setubal,rental,8.9
2022-01-01,setubal,rental,9
2021-12-01,setubal,rental,8.8
2021-11-01,setubal,rental,8.7
2021-10-01,setubal,rental,8.8
2021-09-01,setubal,rental,8.6
2021-08-01,setubal,rental,8.5
2021-07-01,setubal,rental,8.5
2021-06-01,setubal,rental,8.5
2021-05-01,setubal,rental,8.5
2021-04-01,setubal,rental,8.4
2021-03-01,setubal,rental,8.4
2021-02-01,setubal,rental,8.5
2021-01-01,setubal,rental,8.5
2020-12-01,setubal,rental,8.4
2020-11-01,setubal,rental,8.4
2020-10-01,setubal,rental,8.4
2020-09-01,setubal,rental,8.3
2020-08-01,setubal,rental,8.3
2020-07-01,setubal,rental,8.3
2020-06-01,setubal,rental,8.4
2020-05-01,setubal,rental,8.5
2020-04-01,setubal,rental,8.5
2020-03-01,setubal,rental,8.4
2020-02-01,setubal,rental,8.4
2020-01-01,setubal,rental,8.3
2019-12-01,setubal,rental,8.2
2019-11-01,setubal,rental,8.3
2019-10-01,setubal,rental,8.2
2019-09-01,setubal,rental,8.2
2019-08-01,setubal,rental,7.9
2019-07-01,setubal,rental,7.9
2019-06-01,setubal,rental,7.7
2019-05-01,setubal,rental,7.7
2019-04-01,setubal,rental,7.8
2019-03-01,setubal,rental,7.9
2019-02-01,setubal,rental,7.9
2019-01-01,setubal,rental,7.8
2018-12-01,setubal,rental,7.8
2018-11-01,setubal,rental,7.5
2018-10-01,setubal,rental,7.3
2018-09-01,setubal,rental,7.2
2018-08-01,setubal,rental,7.3
2018-07-01,setubal,rental,7
2018-06-01,setubal,rental,6.8
2018-05-01,setubal,rental,6.6
2018-04-01,setubal,rental,6.6
2018-03-01,setubal,rental,6.4
2018-02-01,setubal,rental,6.4
2018-01-01,setubal,rental,6.4
2017-12-01,setubal,rental,6.2
2017-11-01,setubal,rental,6.1
2017-10-01,setubal,rental,6.1
2017-09-01,setubal,rental,6.3
2017-08-01,setubal,rental,5.9
2017-07-01,setubal,rental,5.7
2017-06-01,setubal,rental,5.6
2017-05-01,setubal,rental,5.4
2017-04-01,setubal,rental,5.5
2017-03-01,setubal,rental,5.4
2017-02-01,setubal,rental,5.4
2017-01-01,setubal,rental,5.3
2016-12-01,setubal,rental,5.3
2016-11-01,setubal,rental,5.2
2016-10-01,setubal,rental,5.1
2016-09-01,setubal,rental,4.9
2016-08-01,setubal,rental,4.9
2016-07-01,setubal,rental,4.9
2016-06-01,setubal,rental,4.9
2016-05-01,setubal,rental,4.9
2016-04-01,setubal,rental,4.9
2016-03-01,setubal,rental,4.8
2016-02-01,setubal,rental,4.9
2016-01-01,setubal,rental,4.8
2015-12-01,setubal,rental,4.8
2015-11-01,setubal,rental,4.8
2015-10-01,setubal,rental,4.7
2015-09-01,setubal,rental,4.7
2015-08-01,setubal,rental,4.7
2015-07-01,setubal,rental,4.7
2015-06-01,setubal,rental,4.6
2015-05-01,setubal,rental,4.5
2015-04-01,setubal,rental,4.6
2015-03-01,setubal,rental,4.5
2015-02-01,setubal,rental,4.5
2015-01-01,setubal,rental,4.5
2025-03-01,viana-do-castelo,rental,8.9
2025-02-01,viana-do-castelo,rental,8.9
2025-01-01,viana-do-castelo,rental,9.2
2024-12-01,viana-do-castelo,rental,8.4
2024-11-01,viana-do-castelo,rental,8.5
2024-10-01,viana-do-castelo,rental,8.5
2024-09-01,viana-do-castelo,rental,8.3
2024-08-01,viana-do-castelo,rental,8.1
2024-07-01,viana-do-castelo,rental,8.1
2024-06-01,viana-do-castelo,rental,8.6
2024-05-01,viana-do-castelo,rental,8.5
2024-04-01,viana-do-castelo,rental,8.2
2024-03-01,viana-do-castelo,rental,8.2
2024-02-01,viana-do-castelo,rental,8.3
2024-01-01,viana-do-castelo,rental,8
2023-12-01,viana-do-castelo,rental,8.1
2023-11-01,viana-do-castelo,rental,8.1
2023-10-01,viana-do-castelo,rental,8.3
2023-09-01,viana-do-castelo,rental,9.1
2023-08-01,viana-do-castelo,rental,9.2
2023-07-01,viana-do-castelo,rental,8.4
2023-06-01,viana-do-castelo,rental,7.8
2023-05-01,viana-do-castelo,rental,7.8
2023-04-01,viana-do-castelo,rental,7.6
2023-03-01,viana-do-castelo,rental,8
2023-02-01,viana-do-castelo,rental,8.2
2023-01-01,viana-do-castelo,rental,8.7
2022-12-01,viana-do-castelo,rental,7.7
2022-11-01,viana-do-castelo,rental,7.6
2022-10-01,viana-do-castelo,rental,7.8
2022-09-01,viana-do-castelo,rental,7.8
2022-08-01,viana-do-castelo,rental,7.6
2022-07-01,viana-do-castelo,rental,6.8
2022-06-01,viana-do-castelo,rental,6.3
2022-05-01,viana-do-castelo,rental,6.2
2022-04-01,viana-do-castelo,rental,6.2
2022-03-01,viana-do-castelo,rental,6.3
2022-02-01,viana-do-castelo,rental,5.9
2022-01-01,viana-do-castelo,rental,5.9
2021-12-01,viana-do-castelo,rental,6
2021-11-01,viana-do-castelo,rental,5.7
2021-10-01,viana-do-castelo,rental,5.8
2021-09-01,viana-do-castelo,rental,6.2
2021-08-01,viana-do-castelo,rental,5.8
2021-07-01,viana-do-castelo,rental,5.4
2021-06-01,viana-do-castelo,rental,5.3
2021-05-01,viana-do-castelo,rental,5
2021-04-01,viana-do-castelo,rental,5.4
2021-03-01,viana-do-castelo,rental,5.2
2021-02-01,viana-do-castelo,rental,5.2
2021-01-01,viana-do-castelo,rental,5
2020-12-01,viana-do-castelo,rental,5.1
2020-11-01,viana-do-castelo,rental,5.1
2020-10-01,viana-do-castelo,rental,5.1
2020-09-01,viana-do-castelo,rental,5.1
2020-08-01,viana-do-castelo,rental,5.2
2020-07-01,viana-do-castelo,rental,5.3
2020-06-01,viana-do-castelo,rental,5.4
2020-05-01,viana-do-castelo,rental,5.7
2020-04-01,viana-do-castelo,rental,5.8
2020-03-01,viana-do-castelo,rental,5.6
2020-02-01,viana-do-castelo,rental,5.3
2020-01-01,viana-do-castelo,rental,5.2
2019-12-01,viana-do-castelo,rental,5.3
2019-11-01,viana-do-castelo,rental,5.4
2019-10-01,viana-do-castelo,rental,5.3
2019-09-01,viana-do-castelo,rental,5.2
2019-08-01,viana-do-castelo,rental,5.1
2019-07-01,viana-do-castelo,rental,5.3
2019-06-01,viana-do-castelo,rental,5.6
2019-05-01,viana-do-castelo,rental,5.6
2019-04-01,viana-do-castelo,rental,4.9
2019-03-01,viana-do-castelo,rental,4.6
2019-02-01,viana-do-castelo,rental,4.5
2019-01-01,viana-do-castelo,rental,4.8
2018-12-01,viana-do-castelo,rental,4.9
2018-11-01,viana-do-castelo,rental,4.5
2018-10-01,viana-do-castelo,rental,4.4
2018-09-01,viana-do-castelo,rental,4.5
2018-08-01,viana-do-castelo,rental,4.4
2018-07-01,viana-do-castelo,rental,4.4
2018-06-01,viana-do-castelo,rental,4.3
2018-05-01,viana-do-castelo,rental,4.2
2018-04-01,viana-do-castelo,rental,4.1
2018-03-01,viana-do-castelo,rental,4
2018-02-01,viana-do-castelo,rental,3.9
2018-01-01,viana-do-castelo,rental,4
2017-12-01,viana-do-castelo,rental,3.8
2017-11-01,viana-do-castelo,rental,3.8
2017-10-01,viana-do-castelo,rental,3.7
2017-09-01,viana-do-castelo,rental,3.7
2017-08-01,viana-do-castelo,rental,4
2017-07-01,viana-do-castelo,rental,4.1
2017-06-01,viana-do-castelo,rental,3.7
2017-05-01,viana-do-castelo,rental,3.6
2017-04-01,viana-do-castelo,rental,3.6
2017-03-01,viana-do-castelo,rental,3.8
2017-02-01,viana-do-castelo,rental,3.9
2017-01-01,viana-do-castelo,rental,3.9
2016-12-01,viana-do-castelo,rental,4
2016-11-01,viana-do-castelo,rental,4
2016-10-01,viana-do-castelo,rental,3.9
2016-09-01,viana-do-castelo,rental,4
2016-08-01,viana-do-castelo,rental,4
2016-07-01,viana-do-castelo,rental,4
2016-06-01,viana-do-castelo,rental,3.8
2016-05-01,viana-do-castelo,rental,3.9
2016-04-01,viana-do-castelo,rental,4
2016-03-01,viana-do-castelo,rental,4.1
2016-02-01,viana-do-castelo,rental,4.2
2016-01-01,viana-do-castelo,rental,4.2
2015-12-01,viana-do-castelo,rental,4.2
2015-11-01,viana-do-castelo,rental,3.9
2015-10-01,viana-do-castelo,rental,4
2015-09-01,viana-do-castelo,rental,3.8
2015-08-01,viana-do-castelo,rental,3.9
2015-07-01,viana-do-castelo,rental,4
2015-06-01,viana-do-castelo,rental,4
2015-05-01,viana-do-castelo,rental,3.9
2015-04-01,viana-do-castelo,rental,3.9
2015-03-01,viana-do-castelo,rental,3.9
2015-02-01,viana-do-castelo,rental,3.9
2025-03-01,vila-real,rental,8.2
2025-02-01,vila-real,rental,7.6
2025-01-01,vila-real,rental,7.8
2024-12-01,vila-real,rental,7.5
2024-11-01,vila-real,rental,7.4
2024-10-01,vila-real,rental,7.4
2024-09-01,vila-real,rental,6.8
2024-08-01,vila-real,rental,6.4
2024-07-01,vila-real,rental,6.3
2024-06-01,vila-real,rental,6.2
2024-05-01,vila-real,rental,5.7
2024-04-01,vila-real,rental,5.9
2024-03-01,vila-real,rental,5.9
2024-02-01,vila-real,rental,5.8
2024-01-01,vila-real,rental,6
2023-12-01,vila-real,rental,6.2
2023-11-01,vila-real,rental,6.2
2023-10-01,vila-real,rental,6.3
2023-09-01,vila-real,rental,6.2
2023-08-01,vila-real,rental,6.6
2023-07-01,vila-real,rental,6.6
2023-06-01,vila-real,rental,6.3
2023-05-01,vila-real,rental,5.6
2023-04-01,vila-real,rental,5.5
2023-03-01,vila-real,rental,5.4
2023-02-01,vila-real,rental,5.5
2023-01-01,vila-real,rental,5.4
2022-12-01,vila-real,rental,6.8
2022-11-01,vila-real,rental,5.7
2022-10-01,vila-real,rental,5.6
2022-09-01,vila-real,rental,5.5
2022-08-01,vila-real,rental,5.1
2022-07-01,vila-real,rental,4.9
2022-06-01,vila-real,rental,4.2
2022-05-01,vila-real,rental,4.4
2022-04-01,vila-real,rental,4.3
2022-03-01,vila-real,rental,4.5
2022-02-01,vila-real,rental,4.4
2022-01-01,vila-real,rental,4.7
2021-12-01,vila-real,rental,4.6
2021-11-01,vila-real,rental,4.7
2021-10-01,vila-real,rental,4.6
2021-09-01,vila-real,rental,4.8
2021-08-01,vila-real,rental,4.7
2021-07-01,vila-real,rental,4.6
2021-06-01,vila-real,rental,4.6
2021-05-01,vila-real,rental,4.3
2021-04-01,vila-real,rental,4.5
2021-03-01,vila-real,rental,4.9
2020-10-01,vila-real,rental,4
2020-09-01,vila-real,rental,4.4
2020-08-01,vila-real,rental,4.4
2020-07-01,vila-real,rental,4.6
2019-11-01,vila-real,rental,4.3
2019-10-01,vila-real,rental,4.4
2019-09-01,vila-real,rental,4.1
2019-08-01,vila-real,rental,4
2019-07-01,vila-real,rental,5
2019-06-01,vila-real,rental,4.8
2019-05-01,vila-real,rental,4.7
2019-04-01,vila-real,rental,4.7
2018-08-01,vila-real,rental,4.1
2018-06-01,vila-real,rental,4.4
2018-05-01,vila-real,rental,4.2
2018-04-01,vila-real,rental,4.1
2018-02-01,vila-real,rental,3.6
2018-01-01,vila-real,rental,3.6
2017-12-01,vila-real,rental,3.5
2017-11-01,vila-real,rental,3.9
2017-10-01,vila-real,rental,3.6
2017-09-01,vila-real,rental,3.7
2017-08-01,vila-real,rental,3.4
2017-07-01,vila-real,rental,3.3
2017-06-01,vila-real,rental,3.3
2017-05-01,vila-real,rental,3.2
2017-04-01,vila-real,rental,3.2
2017-03-01,vila-real,rental,4.9
2017-02-01,vila-real,rental,5
2017-01-01,vila-real,rental,5.3
2016-12-01,vila-real,rental,3.6
2016-11-01,vila-real,rental,3.5
2016-10-01,vila-real,rental,3.4
2016-09-01,vila-real,rental,3.6
2016-08-01,vila-real,rental,3.5
2016-07-01,vila-real,rental,3.4
2016-06-01,vila-real,rental,3.5
2016-05-01,vila-real,rental,5
2016-04-01,vila-real,rental,5.5
2016-03-01,vila-real,rental,3.4
2016-02-01,vila-real,rental,3.5
2016-01-01,vila-real,rental,3.4
2015-12-01,vila-real,rental,3.4
2015-11-01,vila-real,rental,3.5
2015-10-01,vila-real,rental,3.5
2015-09-01,vila-real,rental,3.7
2015-08-01,vila-real,rental,3.7
2015-07-01,vila-real,rental,3.7
2015-06-01,vila-real,rental,3.4
2015-05-01,vila-real,rental,3.5
2015-04-01,vila-real,rental,3.3
2015-03-01,vila-real,rental,3.3
2015-02-01,vila-real,rental,3.3
2025-03-01,viseu,rental,7.5
2025-02-01,viseu,rental,7.3
2025-01-01,viseu,rental,7.2
2024-12-01,viseu,rental,7.3
2024-11-01,viseu,rental,7.2
2024-10-01,viseu,rental,7.1
2024-09-01,viseu,rental,6.7
2024-08-01,viseu,rental,7
2024-07-01,viseu,rental,7.4
2024-06-01,viseu,rental,7.1
2024-05-01,viseu,rental,6.9
2024-04-01,viseu,rental,7.2
2024-03-01,viseu,rental,7.1
2024-02-01,viseu,rental,7.3
