date,region,price_type,price_per_sqm
2024-04-01,beja,rental,9.9
2024-03-01,beja,rental,10.2
2024-02-01,beja,rental,9.3
2024-01-01,beja,rental,8.7
2023-12-01,beja,rental,9
2023-11-01,beja,rental,8.9
2023-10-01,beja,rental,9
2023-09-01,beja,rental,8.3
2023-08-01,beja,rental,8.4
2023-07-01,beja,rental,8.1
2023-06-01,beja,rental,8
2017-09-01,beja,rental,4.2
2017-06-01,beja,rental,4.4
2017-04-01,beja,rental,4.4
2017-03-01,beja,rental,4.8
2017-02-01,beja,rental,4.8
2017-01-01,beja,rental,4.3
2016-12-01,beja,rental,4.3
2016-11-01,beja,rental,4.1
2016-10-01,beja,rental,4.1
2016-09-01,beja,rental,4.2
2016-08-01,beja,rental,4.5
2016-07-01,beja,rental,4.2
2016-06-01,beja,rental,4.1
2016-05-01,beja,rental,4.1
2016-04-01,beja,rental,4.2
2016-03-01,beja,rental,4.1
2016-02-01,beja,rental,4.4
2016-01-01,beja,rental,4.1
2015-12-01,beja,rental,4.2
2015-11-01,beja,rental,4.2
2015-10-01,beja,rental,4.1
2015-09-01,beja,rental,4
2015-08-01,beja,rental,4.1
2015-03-01,beja,rental,3.9
2025-03-01,braga,rental,10.2
2025-02-01,braga,rental,9.9
2025-01-01,braga,rental,9.7
2024-12-01,braga,rental,9.5
2024-11-01,braga,rental,9.6
2024-10-01,braga,rental,9.5
2024-09-01,braga,rental,9.4
2024-08-01,braga,rental,9.2
2024-07-01,braga,rental,9.2
2024-06-01,braga,rental,9.2
2024-05-01,braga,rental,9.2
2024-04-01,braga,rental,9.4
2024-03-01,braga,rental,9.1
2024-02-01,braga,rental,9.1
2024-01-01,braga,rental,9
2023-12-01,braga,rental,8.5
2023-11-01,braga,rental,8.6
2023-10-01,braga,rental,8.8
2023-09-01,braga,rental,8.8
2023-08-01,braga,rental,8.9
2023-07-01,braga,rental,8.5
2023-06-01,braga,rental,8.3
2023-05-01,braga,rental,8.2
2023-04-01,braga,rental,8
2023-03-01,braga,rental,7.9
2023-02-01,braga,rental,7.6
2023-01-01,braga,rental,7.5
2022-12-01,braga,rental,7.5
2022-11-01,braga,rental,7.3
2022-10-01,braga,rental,6.9
2022-09-01,braga,rental,7
2022-08-01,braga,rental,7.2
2022-07-01,braga,rental,6.9
2022-06-01,braga,rental,6.7
2022-05-01,braga,rental,6.7
2022-04-01,braga,rental,6.8
2022-03-01,braga,rental,6.7
2022-02-01,braga,rental,6.6
2022-01-01,braga,rental,6.3
2021-12-01,braga,rental,6.3
2021-11-01,braga,rental,6.3
2021-10-01,braga,rental,6.3
2021-09-01,braga,rental,6.1
2021-08-01,braga,rental,6
2021-07-01,braga,rental,6.1
2021-06-01,braga,rental,6
2021-05-01,braga,rental,5.9
2021-04-01,braga,rental,6
2021-03-01,braga,rental,6
2021-02-01,braga,rental,6
2021-01-01,braga,rental,6.1
2020-12-01,braga,rental,6.1
2020-11-01,braga,rental,6.2
2020-10-01,braga,rental,6.2
2020-09-01,braga,rental,6
2020-08-01,braga,rental,6.1
2020-07-01,braga,rental,6.2
2020-06-01,braga,rental,6.3
2020-05-01,braga,rental,6.5
2020-04-01,braga,rental,6.4
2020-03-01,braga,rental,6.4
2020-02-01,braga,rental,6.5
2020-01-01,braga,rental,6.4
2019-12-01,braga,rental,6.2
2019-11-01,braga,rental,6.3
2019-10-01,braga,rental,6.3
2019-09-01,braga,rental,6.1
2019-08-01,braga,rental,6.1
2019-07-01,braga,rental,6.1
2019-06-01,braga,rental,5.7
2019-05-01,braga,rental,5.8
2019-04-01,braga,rental,5.6
2019-03-01,braga,rental,5.5
2019-02-01,braga,rental,5.3
2019-01-01,braga,rental,5.5
2018-12-01,braga,rental,5.3
2018-11-01,braga,rental,5.2
2018-10-01,braga,rental,5.3
2018-09-01,braga,rental,5.4
2018-08-01,braga,rental,5.4
2018-07-01,braga,rental,5.4
2018-06-01,braga,rental,5.1
2018-05-01,braga,rental,5.1
2018-04-01,braga,rental,4.9
2018-03-01,braga,rental,4.9
2018-02-01,braga,rental,4.8
2018-01-01,braga,rental,4.6
2017-12-01,braga,rental,4.5
2017-11-01,braga,rental,4.2
2017-10-01,braga,rental,4.3
2017-09-01,braga,rental,4.4
2017-08-01,braga,rental,4.3
2017-07-01,braga,rental,4.2
2017-06-01,braga,rental,4.1
2017-05-01,braga,rental,4.1
2017-04-01,braga,rental,4
2017-03-01,braga,rental,4
2017-02-01,braga,rental,4.2
2017-01-01,braga,rental,4.2
2016-12-01,braga,rental,4.3
2016-11-01,braga,rental,5.5
2016-10-01,braga,rental,4.6
2016-09-01,braga,rental,3.6
2016-08-01,braga,rental,3.6
2016-07-01,braga,rental,3.6
2016-06-01,braga,rental,3.5
2016-05-01,braga,rental,3.4
2016-04-01,braga,rental,3.5
2016-03-01,braga,rental,3.4
2016-02-01,braga,rental,3.4
2016-01-01,braga,rental,3.6
2015-12-01,braga,rental,3.5
2015-11-01,braga,rental,3.5
2015-10-01,braga,rental,3.5
2015-09-01,braga,rental,3.6
2015-08-01,braga,rental,3.5
2015-07-01,braga,rental,3.6
2015-06-01,braga,rental,3.5
2015-05-01,braga,rental,3.4
2015-04-01,braga,rental,3.6
2015-03-01,braga,rental,3.8
2015-02-01,braga,rental,3.8
2025-03-01,castelo-branco,rental,7.5
2025-02-01,castelo-branco,rental,7
2025-01-01,castelo-branco,rental,7.3
2024-12-01,castelo-branco,rental,7.3
2024-11-01,castelo-branco,rental,7.1
2024-10-01,castelo-branco,rental,7
2024-09-01,castelo-branco,rental,6.7
2024-08-01,castelo-branco,rental,6.8
2024-07-01,castelo-branco,rental,7.1
2024-06-01,castelo-branco,rental,7.1
2024-05-01,castelo-branco,rental,7
2024-04-01,castelo-branco,rental,7.2
2024-03-01,castelo-branco,rental,6.8
2024-02-01,castelo-branco,rental,6.8
2024-01-01,castelo-branco,rental,7.1
2023-12-01,castelo-branco,rental,7.5
2023-11-01,castelo-branco,rental,6.9
2023-10-01,castelo-branco,rental,6.7
2023-09-01,castelo-branco,rental,6.9
2023-08-01,castelo-branco,rental,6.7
2023-07-01,castelo-branco,rental,6.2
2023-06-01,castelo-branco,rental,6.6
2023-05-01,castelo-branco,rental,6.4
2023-04-01,castelo-branco,rental,6.1
2023-03-01,castelo-branco,rental,6.1
2023-02-01,castelo-branco,rental,6.2
2023-01-01,castelo-branco,rental,6.3
2022-12-01,castelo-branco,rental,6.3
2022-11-01,castelo-branco,rental,5.7
2022-10-01,castelo-branco,rental,5.6
2022-09-01,castelo-branco,rental,6.3
2022-08-01,castelo-branco,rental,6.1
2022-07-01,castelo-branco,rental,6
2022-06-01,castelo-branco,rental,5.6
2022-05-01,castelo-branco,rental,5.4
2022-04-01,castelo-branco,rental,5.3
2022-03-01,castelo-branco,rental,5.5
2022-02-01,castelo-branco,rental,5.7
2022-01-01,castelo-branco,rental,5.8
2021-12-01,castelo-branco,rental,5.8
2021-11-01,castelo-branco,rental,5.9
2021-10-01,castelo-branco,rental,5.9
2021-09-01,castelo-branco,rental,6
2021-08-01,castelo-branco,rental,5.3
2021-07-01,castelo-branco,rental,5.1
2021-06-01,castelo-branco,rental,5
2021-05-01,castelo-branco,rental,5
2021-04-01,castelo-branco,rental,4.9
2021-03-01,castelo-branco,rental,4.7
2021-02-01,castelo-branco,rental,4.7
2021-01-01,castelo-branco,rental,5
2020-12-01,castelo-branco,rental,4.9
2020-11-01,castelo-branco,rental,4.8
2020-10-01,castelo-branco,rental,4.7
2020-09-01,castelo-branco,rental,4.8
2020-08-01,castelo-branco,rental,5
2020-07-01,castelo-branco,rental,5
2020-06-01,castelo-branco,rental,4.9
2020-05-01,castelo-branco,rental,4.7
2020-04-01,castelo-branco,rental,4.8
2020-03-01,castelo-branco,rental,4.6
2020-02-01,castelo-branco,rental,4.5
2020-01-01,castelo-branco,rental,4.7
2019-12-01,castelo-branco,rental,5.1
2019-11-01,castelo-branco,rental,5.5
2019-10-01,castelo-branco,rental,5.3
2019-09-01,castelo-branco,rental,5.2
2019-08-01,castelo-branco,rental,5.1
2019-07-01,castelo-branco,rental,4.9
2019-06-01,castelo-branco,rental,4.3
2019-05-01,castelo-branco,rental,4
2019-04-01,castelo-branco,rental,3.9
2019-03-01,castelo-branco,rental,3.8
2019-02-01,castelo-branco,rental,3.8
2019-01-01,castelo-branco,rental,3.7
2018-12-01,castelo-branco,rental,3.7
2018-11-01,castelo-branco,rental,3.7
2018-10-01,castelo-branco,rental,3.8
2018-09-01,castelo-branco,rental,4
2018-08-01,castelo-branco,rental,3.9
2018-07-01,castelo-branco,rental,4
2018-06-01,castelo-branco,rental,3.6
2018-05-01,castelo-branco,rental,3.7
2018-04-01,castelo-branco,rental,3.7
2018-03-01,castelo-branco,rental,3.7
2018-02-01,castelo-branco,rental,3.8
2018-01-01,castelo-branco,rental,3.7
2017-12-01,castelo-branco,rental,3.6
2017-11-01,castelo-branco,rental,3.7
2017-10-01,castelo-branco,rental,3.6
2017-09-01,castelo-branco,rental,3.8
2017-08-01,castelo-branco,rental,3.8
2017-07-01,castelo-branco,rental,3.7
2017-06-01,castelo-branco,rental,3.6
2017-05-01,castelo-branco,rental,3.8
2017-04-01,castelo-branco,rental,3.8
2017-03-01,castelo-branco,rental,3.8
2017-02-01,castelo-branco,rental,4
2017-01-01,castelo-branco,rental,3.9
2016-12-01,castelo-branco,rental,3.8
2016-11-01,castelo-branco,rental,3.7
2016-10-01,castelo-branco,rental,3.7
2016-09-01,castelo-branco,rental,3.8
2016-08-01,castelo-branco,rental,3.7
2016-07-01,castelo-branco,rental,3.7
2016-06-01,castelo-branco,rental,3.8
2016-05-01,castelo-branco,rental,3.6
2016-04-01,castelo-branco,rental,3.4
2016-03-01,castelo-branco,rental,3.2
2016-02-01,castelo-branco,rental,3.2
2016-01-01,castelo-branco,rental,3.1
2015-12-01,castelo-branco,rental,3.1
2015-11-01,castelo-branco,rental,3.1
2015-10-01,castelo-branco,rental,3.1
2015-09-01,castelo-branco,rental,3.3
2015-08-01,castelo-branco,rental,3.3
2015-07-01,castelo-branco,rental,3.6
2015-06-01,castelo-branco,rental,3.7
2015-05-01,castelo-branco,rental,3.6
2015-04-01,castelo-branco,rental,3.5
2015-03-01,castelo-branco,rental,3.5
2015-02-01,castelo-branco,rental,3.5
2025-03-01,coimbra,rental,11
2025-02-01,coimbra,rental,10.2
2025-01-01,coimbra,rental,10.2
2024-12-01,coimbra,rental,10.4
2024-11-01,coimbra,rental,10.4
2024-10-01,coimbra,rental,10.5
2024-09-01,coimbra,rental,10.7
2024-08-01,coimbra,rental,10.6
2024-07-01,coimbra,rental,10.6
2024-06-01,coimbra,rental,10.3
2024-05-01,coimbra,rental,10.5
2024-04-01,coimbra,rental,10.7
2024-03-01,coimbra,rental,10.3
2024-02-01,coimbra,rental,10.1
2024-01-01,coimbra,rental,9.9
2023-12-01,coimbra,rental,9.8
2023-11-01,coimbra,rental,9.4
2023-10-01,coimbra,rental,9.3
2023-09-01,coimbra,rental,9.7
2023-08-01,coimbra,rental,9.6
2023-07-01,coimbra,rental,9.4
2023-06-01,coimbra,rental,9.1
2023-05-01,coimbra,rental,9
2023-04-01,coimbra,rental,8.3
2023-03-01,coimbra,rental,8
2023-02-01,coimbra,rental,7.8
2023-01-01,coimbra,rental,7.7
2022-12-01,coimbra,rental,7.6
2022-11-01,coimbra,rental,7.9
2022-10-01,coimbra,rental,7.9
2022-09-01,coimbra,rental,7.7
2022-08-01,coimbra,rental,7.4
2022-07-01,coimbra,rental,7.3
2022-06-01,coimbra,rental,7
2022-05-01,coimbra,rental,7.2
2022-04-01,coimbra,rental,7.4
2022-03-01,coimbra,rental,7.4
2022-02-01,coimbra,rental,7.4
2022-01-01,coimbra,rental,7
2021-12-01,coimbra,rental,7
2021-11-01,coimbra,rental,6.8
2021-10-01,coimbra,rental,6.9
2021-09-01,coimbra,rental,7
2021-08-01,coimbra,rental,7.1
2021-07-01,coimbra,rental,7
2021-06-01,coimbra,rental,7
2021-05-01,coimbra,rental,7
2021-04-01,coimbra,rental,7
2021-03-01,coimbra,rental,6.8
2021-02-01,coimbra,rental,6.8
2021-01-01,coimbra,rental,6.7
2020-12-01,coimbra,rental,6.6
2020-11-01,coimbra,rental,6.6
2020-10-01,coimbra,rental,6.6
2020-09-01,coimbra,rental,6.6
2020-08-01,coimbra,rental,6.5
2020-07-01,coimbra,rental,6.5
2020-06-01,coimbra,rental,6.6
2020-05-01,coimbra,rental,6.7
2020-04-01,coimbra,rental,6.8
2020-03-01,coimbra,rental,6.6
2020-02-01,coimbra,rental,6.5
2020-01-01,coimbra,rental,6.4
2019-12-01,coimbra,rental,6
2019-11-01,coimbra,rental,5.9
2019-10-01,coimbra,rental,5.8
2019-09-01,coimbra,rental,5.8
2019-08-01,coimbra,rental,5.8
2019-07-01,coimbra,rental,5.9
2019-06-01,coimbra,rental,6
2019-05-01,coimbra,rental,5.8
2019-04-01,coimbra,rental,5.9
2019-03-01,coimbra,rental,5.7
2019-02-01,coimbra,rental,5.8
2019-01-01,coimbra,rental,5.6
2018-12-01,coimbra,rental,5.6
2018-11-01,coimbra,rental,5.7
2018-10-01,coimbra,rental,5.7
2018-09-01,coimbra,rental,5.6
2018-08-01,coimbra,rental,5.6
2018-07-01,coimbra,rental,5.7
2018-06-01,coimbra,rental,5.5
2018-05-01,coimbra,rental,5.4
2018-04-01,coimbra,rental,5.3
2018-03-01,coimbra,rental,5.2
2018-02-01,coimbra,rental,5.2
2018-01-01,coimbra,rental,5.3
2017-12-01,coimbra,rental,5.2
2017-11-01,coimbra,rental,5.1
2017-10-01,coimbra,rental,5.1
2017-09-01,coimbra,rental,5.1
2017-08-01,coimbra,rental,4.9
2017-07-01,coimbra,rental,5.2
2017-06-01,coimbra,rental,5.2
2017-05-01,coimbra,rental,5.2
2017-04-01,coimbra,rental,5.2
2017-03-01,coimbra,rental,5.3
2017-02-01,coimbra,rental,5.3
2017-01-01,coimbra,rental,5.3
2016-12-01,coimbra,rental,5.3
2016-11-01,coimbra,rental,5.3
2016-10-01,coimbra,rental,5.1
2016-09-01,coimbra,rental,5
2016-08-01,coimbra,rental,4.9
2016-07-01,coimbra,rental,4.6
2016-06-01,coimbra,rental,4.5
2016-05-01,coimbra,rental,4.5
2016-04-01,coimbra,rental,4.5
2016-03-01,coimbra,rental,4.5
2016-02-01,coimbra,rental,4.6
2016-01-01,coimbra,rental,4.6
2015-12-01,coimbra,rental,4.5
2015-11-01,coimbra,rental,4.6
2015-10-01,coimbra,rental,4.5
2015-09-01,coimbra,rental,4.4
2015-08-01,coimbra,rental,4.4
2015-07-01,coimbra,rental,4.6
2015-06-01,coimbra,rental,4.4
2015-05-01,coimbra,rental,4.5
2015-04-01,coimbra,rental,4.4
2015-03-01,coimbra,rental,4.6
2015-02-01,coimbra,rental,4.4
2025-03-01,evora,rental,11.1
2025-02-01,evora,rental,11.1
2025-01-01,evora,rental,10.9
2024-12-01,evora,rental,10.9
2024-11-01,evora,rental,10.4
2024-10-01,evora,rental,10.1
2024-09-01,evora,rental,10.1
2024-08-01,evora,rental,10.7
2024-07-01,evora,rental,10.2
2024-06-01,evora,rental,10
2024-05-01,evora,rental,9.7
2024-04-01,evora,rental,10.1
2024-03-01,evora,rental,9.9
2024-02-01,evora,rental,10
2024-01-01,evora,rental,10.3
2023-12-01,evora,rental,10.3
2023-11-01,evora,rental,10.3
2023-10-01,evora,rental,10.8
2023-09-01,evora,rental,11.2
2023-08-01,evora,rental,10.7
2023-07-01,evora,rental,10.4
2023-06-01,evora,rental,9.9
2023-05-01,evora,rental,9.7
2023-04-01,evora,rental,8.9
2023-03-01,evora,rental,8.7
2023-02-01,evora,rental,9
2023-01-01,evora,rental,9.6
2022-12-01,evora,rental,9.3
2022-11-01,evora,rental,9
2022-10-01,evora,rental,8.6
2022-06-01,evora,rental,8.5
2021-11-01,evora,rental,7.6
2021-10-01,evora,rental,8.1
2021-09-01,evora,rental,7.8
2021-08-01,evora,rental,7.6
2021-07-01,evora,rental,8.2
2021-06-01,evora,rental,7.8
2021-05-01,evora,rental,7.2
2021-04-01,evora,rental,7.9
2020-12-01,evora,rental,7.1
2020-11-01,evora,rental,6.9
2020-10-01,evora,rental,7.4
2020-09-01,evora,rental,7.2
2020-08-01,evora,rental,7.7
2020-07-01,evora,rental,7.1
2020-06-01,evora,rental,7.1
2020-03-01,evora,rental,8.2
2019-10-01,evora,rental,6.9
2019-09-01,evora,rental,6.9
2019-08-01,evora,rental,6.8
2019-07-01,evora,rental,6
2019-06-01,evora,rental,5.5
2019-04-01,evora,rental,5.4
2018-11-01,evora,rental,5.8
2018-10-01,evora,rental,5.5
2018-05-01,evora,rental,5.7
2018-04-01,evora,rental,5.2
2018-03-01,evora,rental,5.2
2018-02-01,evora,rental,5.3
2018-01-01,evora,rental,5.6
2017-12-01,evora,rental,5.3
2017-11-01,evora,rental,5.3
2017-10-01,evora,rental,5.2
2017-09-01,evora,rental,5.3
2017-08-01,evora,rental,5.3
2017-07-01,evora,rental,4.9
2017-06-01,evora,rental,5
2017-05-01,evora,rental,5.1
2017-04-01,evora,rental,4.8
2017-03-01,evora,rental,4.9
2017-02-01,evora,rental,5.1
2017-01-01,evora,rental,5.1
2016-12-01,evora,rental,4.8
2016-11-01,evora,rental,4.9
2016-10-01,evora,rental,5.2
2016-09-01,evora,rental,4.7
2016-08-01,evora,rental,4.7
2016-07-01,evora,rental,4.1
2016-06-01,evora,rental,4.4
2016-05-01,evora,rental,4.9
2016-04-01,evora,rental,4.8
2016-03-01,evora,rental,5.6
2016-02-01,evora,rental,5.1
2016-01-01,evora,rental,5.5
2015-12-01,evora,rental,5.5
2015-11-01,evora,rental,5.5
2015-10-01,evora,rental,5.8
2015-09-01,evora,rental,4.9
2015-08-01,evora,rental,5.1
2015-07-01,evora,rental,5.2
2025-03-01,faro,rental,15.3
2025-02-01,faro,rental,15.8
2025-01-01,faro,rental,15.2
2024-12-01,faro,rental,14.3
2024-11-01,faro,rental,14.3
2024-10-01,faro,rental,14.5
2024-09-01,faro,rental,14.6
2024-08-01,faro,rental,14.6
2024-07-01,faro,rental,14.4
2024-06-01,faro,rental,14.1
2024-05-01,faro,rental,13.6
2024-04-01,faro,rental,13.6
2024-03-01,faro,rental,13.4
2024-02-01,faro,rental,13.3
2024-01-01,faro,rental,13.2
2023-12-01,faro,rental,13.2
2023-11-01,faro,rental,13.1
2023-10-01,faro,rental,13.2
2023-09-01,faro,rental,13.6
2023-08-01,faro,rental,13.6
2023-07-01,faro,rental,13.7
2023-06-01,faro,rental,13.1
2023-05-01,faro,rental,12.2
2023-04-01,faro,rental,12.2
2023-03-01,faro,rental,11.9
2023-02-01,faro,rental,11.5
2023-01-01,faro,rental,11.6
2022-12-01,faro,rental,11.2
2022-11-01,faro,rental,11
2022-10-01,faro,rental,11.1
2022-09-01,faro,rental,11.4
2022-08-01,faro,rental,11.5
2022-07-01,faro,rental,11.5
2022-06-01,faro,rental,11.6
2022-05-01,faro,rental,10.9
2022-04-01,faro,rental,10.4
2022-03-01,faro,rental,10
2022-02-01,faro,rental,9.8
2022-01-01,faro,rental,9.9
2021-12-01,faro,rental,9.7
2021-11-01,faro,rental,9.8
2021-10-01,faro,rental,9.8
2021-09-01,faro,rental,9.7
2021-08-01,faro,rental,9.7
2021-07-01,faro,rental,9.6
2021-06-01,faro,rental,9.4
2021-05-01,faro,rental,9.2
2021-04-01,faro,rental,9.1
2021-03-01,faro,rental,9.1
2021-02-01,faro,rental,9
2021-01-01,faro,rental,8.9
2020-12-01,faro,rental,9.1
2020-11-01,faro,rental,9.2
2020-10-01,faro,rental,9.3
2020-09-01,faro,rental,9.4
2020-08-01,faro,rental,9.9
2020-07-01,faro,rental,9.9
2020-06-01,faro,rental,9.6
2020-05-01,faro,rental,9.6
2020-04-01,faro,rental,9.7
2020-03-01,faro,rental,9.4
2020-02-01,faro,rental,9.2
2020-01-01,faro,rental,9.2
2019-12-01,faro,rental,9.1
2019-11-01,faro,rental,9
2019-10-01,faro,rental,9.2
2019-09-01,faro,rental,9.7
2019-08-01,faro,rental,9.4
2019-07-01,faro,rental,9.3
2019-06-01,faro,rental,9.2
2019-05-01,faro,rental,8.8
2019-04-01,faro,rental,9.1
2019-03-01,faro,rental,9.3
2019-02-01,faro,rental,8.6
2019-01-01,faro,rental,8.5
2018-12-01,faro,rental,8.3
2018-11-01,faro,rental,8.3
2018-10-01,faro,rental,8.2
2018-09-01,faro,rental,8.2
2018-08-01,faro,rental,8.5
2018-07-01,faro,rental,8.7
2018-06-01,faro,rental,8.5
2018-05-01,faro,rental,8.2
2018-04-01,faro,rental,8
2018-03-01,faro,rental,8.1
2018-02-01,faro,rental,7.9
2018-01-01,faro,rental,7.6
2017-12-01,faro,rental,7.4
2017-11-01,faro,rental,7.2
2017-10-01,faro,rental,6.9
2017-09-01,faro,rental,6.9
2017-08-01,faro,rental,7.1
2017-07-01,faro,rental,7.3
2017-06-01,faro,rental,6.9
2017-05-01,faro,rental,6.8
2017-04-01,faro,rental,6.8
2017-03-01,faro,rental,6.7
2017-02-01,faro,rental,6.5
2017-01-01,faro,rental,6.3
2016-12-01,faro,rental,6
2016-11-01,faro,rental,6.1
2016-10-01,faro,rental,6
2016-09-01,faro,rental,6
2016-08-01,faro,rental,6.2
2016-07-01,faro,rental,6.3
2016-06-01,faro,rental,5.8
2016-05-01,faro,rental,5.6
2016-04-01,faro,rental,5.7
2016-03-01,faro,rental,5.5
2016-02-01,faro,rental,5.5
2016-01-01,faro,rental,5.5
2015-12-01,faro,rental,5.3
2015-11-01,faro,rental,5.3
2015-10-01,faro,rental,5.3
2015-09-01,faro,rental,5.6
2015-08-01,faro,rental,5.4
2015-07-01,faro,rental,5.4
2015-06-01,faro,rental,5.4
2015-05-01,faro,rental,5
2015-04-01,faro,rental,5
2015-03-01,faro,rental,4.8
2015-02-01,faro,rental,4.9
2015-01-01,faro,rental,4.7
2025-03-01,guarda,rental,7.2
2025-02-01,guarda,rental,6.8
2025-01-01,guarda,rental,7.2
2016-12-01,guarda,rental,2.7
2016-11-01,guarda,rental,2.9
2016-10-01,guarda,rental,2.8
2016-06-01,guarda,rental,2.9
2016-05-01,guarda,rental,3
2015-06-01,guarda,rental,2.8
2015-05-01,guarda,rental,2.9
2025-03-01,leiria,rental,9.6
2025-02-01,leiria,rental,9.4
2025-01-01,leiria,rental,9.3
2024-12-01,leiria,rental,9.6
2024-11-01,leiria,rental,9.4
2024-10-01,leiria,rental,9.4
2024-09-01,leiria,rental,9.7
2024-08-01,leiria,rental,10
2024-07-01,leiria,rental,9.4
2024-06-01,leiria,rental,9.5
2024-05-01,leiria,rental,9.2
2024-04-01,leiria,rental,9.2
2024-03-01,leiria,rental,9.3
2024-02-01,leiria,rental,9.3
2024-01-01,leiria,rental,9.5
2023-12-01,leiria,rental,9.3
2023-11-01,leiria,rental,8.9
2023-10-01,leiria,rental,8.7
2023-09-01,leiria,rental,9
2023-08-01,leiria,rental,8.9
2023-07-01,leiria,rental,8.7
2023-06-01,leiria,rental,8.5
2023-05-01,leiria,rental,8.5
2023-04-01,leiria,rental,8.8
2023-03-01,leiria,rental,8.4
2023-02-01,leiria,rental,8
2023-01-01,leiria,rental,7.9
2022-12-01,leiria,rental,7.8
2022-11-01,leiria,rental,7.5
2022-10-01,leiria,rental,7.5
2022-09-01,leiria,rental,7.2
2022-08-01,leiria,rental,7.5
2022-07-01,leiria,rental,7.1
2022-06-01,leiria,rental,7.1
2022-05-01,leiria,rental,6.8
2022-04-01,leiria,rental,6.6
2022-03-01,leiria,rental,6.5
2022-02-01,leiria,rental,6.3
2022-01-01,leiria,rental,6.3
2021-12-01,leiria,rental,6.2
2021-11-01,leiria,rental,6.1
2021-10-01,leiria,rental,6.1
2021-09-01,leiria,rental,6
2021-08-01,leiria,rental,6
2021-07-01,leiria,rental,5.9
2021-06-01,leiria,rental,5.7
2021-05-01,leiria,rental,5.7
2021-04-01,leiria,rental,5.7
2021-03-01,leiria,rental,5.7
2021-02-01,leiria,rental,5.9
2021-01-01,leiria,rental,5.8
2020-12-01,leiria,rental,5.6
2020-11-01,leiria,rental,5.6
2020-10-01,leiria,rental,5.5
2020-09-01,leiria,rental,5.7
2020-08-01,leiria,rental,5.7
2020-07-01,leiria,rental,5.5
2020-06-01,leiria,rental,5.5
2020-05-01,leiria,rental,5.9
2020-04-01,leiria,rental,6.1
2020-03-01,leiria,rental,6
2020-02-01,leiria,rental,5.9
2020-01-01,leiria,rental,5.6
2019-12-01,leiria,rental,5.6
2019-11-01,leiria,rental,5.3
2019-10-01,leiria,rental,5.6
2019-09-01,leiria,rental,5.5
2019-08-01,leiria,rental,6
2019-07-01,leiria,rental,5.6
2019-06-01,leiria,rental,5.2
2019-05-01,leiria,rental,4.9
2019-04-01,leiria,rental,5.5
2019-03-01,leiria,rental,5.4
2019-02-01,leiria,rental,5.1
2019-01-01,leiria,rental,5
2018-12-01,leiria,rental,4.8
2018-11-01,leiria,rental,4.8
2018-10-01,leiria,rental,4.6
2018-09-01,leiria,rental,4.8
2018-08-01,leiria,rental,4.8
2018-07-01,leiria,rental,4.9
2018-06-01,leiria,rental,4.9
2018-05-01,leiria,rental,5.1
2018-04-01,leiria,rental,4.6
2018-03-01,leiria,rental,4.3
2018-02-01,leiria,rental,4.3
2018-01-01,leiria,rental,4.4
2017-12-01,leiria,rental,4.3
2017-11-01,leiria,rental,4.3
2017-10-01,leiria,rental,4.2
2017-09-01,leiria,rental,4.3
2017-08-01,leiria,rental,4.3
2017-07-01,leiria,rental,4.2
2017-06-01,leiria,rental,4.2
2017-05-01,leiria,rental,4
2017-04-01,leiria,rental,3.9
2017-03-01,leiria,rental,3.9
2017-02-01,leiria,rental,4
2017-01-01,leiria,rental,3.9
2016-12-01,leiria,rental,4
2016-11-01,leiria,rental,4
2016-10-01,leiria,rental,3.9
2016-09-01,leiria,rental,3.8
2016-08-01,leiria,rental,3.9
2016-07-01,leiria,rental,3.8
2016-06-01,leiria,rental,3.7
2016-05-01,leiria,rental,4
2016-04-01,leiria,rental,3.9
2016-03-01,leiria,rental,3.8
2016-02-01,leiria,rental,3.8
2016-01-01,leiria,rental,3.8
2015-12-01,leiria,rental,3.7
2015-11-01,leiria,rental,3.7
2015-10-01,leiria,rental,3.7
2015-09-01,leiria,rental,3.9
2015-08-01,leiria,rental,4
2015-07-01,leiria,rental,3.8
2015-06-01,leiria,rental,3.7
2015-05-01,leiria,rental,3.8
2015-04-01,leiria,rental,3.7
2015-03-01,leiria,rental,3.6
2015-02-01,leiria,rental,3.7
2015-01-01,leiria,rental,3.6
2025-03-01,lisboa,rental,20.2
2025-02-01,lisboa,rental,20.1
2025-01-01,lisboa,rental,20.1
2024-12-01,lisboa,rental,20
2024-11-01,lisboa,rental,19.9
2024-10-01,lisboa,rental,19.9
2024-09-01,lisboa,rental,20
2024-08-01,lisboa,rental,19.8
2024-07-01,lisboa,rental,19.9
2024-06-01,lisboa,rental,19.8
2024-05-01,lisboa,rental,19.8
2024-04-01,lisboa,rental,19.8
2024-03-01,lisboa,rental,19.6
2024-02-01,lisboa,rental,19.7
2024-01-01,lisboa,rental,19.6
2023-12-01,lisboa,rental,19.1
2023-11-01,lisboa,rental,19
2023-10-01,lisboa,rental,19.1
2023-09-01,lisboa,rental,19.1
2023-08-01,lisboa,rental,18.8
2023-07-01,lisboa,rental,18.6
2023-06-01,lisboa,rental,18
2023-05-01,lisboa,rental,17.6
2023-04-01,lisboa,rental,17.3
2023-03-01,lisboa,rental,17.1
2023-02-01,lisboa,rental,16.9
2023-01-01,lisboa,rental,16.5
2022-12-01,lisboa,rental,16.3
2022-11-01,lisboa,rental,15.8
2022-10-01,lisboa,rental,15.3
