date,portugal_sale,aveiro_sale,beja_sale,braga_sale,braganca_sale,castelo-branco_sale,coimbra_sale,evora_sale,faro_sale,guarda_sale,leiria_sale,lisboa_sale,portalegre_sale,porto_sale,santarem_sale,setubal_sale,viana-do-castelo_sale,vila-real_sale,viseu_sale,faial-ilha_sale,flores-ilha_sale,pico-ilha_sale,santa-maria-ilha_sale,sao-jorge-ilha_sale,sao-miguel-ilha_sale,terceira-ilha_sale,madeira-ilha_sale,porto-santo-ilha_sale,portugal_rental,aveiro_rental,beja_rental,braga_rental,castelo-branco_rental,coimbra_rental,evora_rental,faro_rental,guarda_rental,leiria_rental,lisboa_rental,portalegre_rental,porto_rental,santarem_rental,setubal_rental,viana-do-castelo_rental,vila-real_rental,viseu_rental,sao-miguel-ilha_rental,madeira-ilha_rental
2016-10-01,1233,810,787,737,679,694,1013,878,1514,854,854,1845,611,1041,733,1021,932,781,717,750,NA,NA,NA,NA,843,976,1153,1133,6.9,4.1,4.1,4.6,3.7,5.1,5.2,6,2.8,3.9,9.9,3.2,7,3.6,5.1,3.9,3.4,3.2,NA,5.4
2016-09-01,1213,806,822,736,703,700,1014,921,1512,849,849,1764,600,1028,719,1013,954,806,729,735,NA,NA,NA,NA,830,972,1149,1240,6.7,4,4.2,3.6,3.8,5,4.7,6,NA,3.8,9.6,3.3,6.7,3.4,4.9,4,3.6,3.3,NA,5.2
2016-08-01,1193,800,808,741,675,701,1047,870,1498,853,853,1764,649,1022,720,1006,940,786,754,783,NA,NA,NA,NA,830,977,1153,1136,6.5,4.1,4.5,3.6,3.7,4.9,4.7,6.2,NA,3.9,9.3,NA,6.5,3.4,4.9,4,3.5,3.4,NA,5.7
2016-07-01,1193,799,790,741,678,698,1088,862,1493,854,854,1758,639,1023,721,1012,958,787,746,826,NA,NA,NA,NA,818,990,1167,1157,6,4.2,4.2,3.6,3.7,4.6,4.1,6.3,NA,3.8,8.4,NA,5.9,3.4,4.9,4,3.4,3.4,NA,6
2016-06-01,1184,799,810,726,680,672,1085,881,1483,846,846,1718,659,1005,725,1001,983,796,772,778,NA,NA,NA,NA,825,973,1155,1121,5.9,4.1,4.1,3.5,3.8,4.5,4.4,5.8,2.9,3.7,8.2,NA,5.7,3.4,4.9,3.8,3.5,3.4,NA,5.7
2016-05-01,1165,798,831,729,677,680,1048,865,1473,841,841,1698,664,1000,730,981,952,798,737,756,NA,NA,NA,NA,824,966,1157,1187,5.8,4,4.1,3.4,3.6,4.5,4.9,5.6,3,4,8.1,NA,5.8,3.4,4.9,3.9,5,3.3,NA,5.9
2016-04-01,1167,809,832,734,680,685,1052,915,1459,854,854,1650,650,1009,728,990,948,818,761,NA,NA,NA,NA,NA,828,963,1168,1188,5.8,4,4.2,3.5,3.4,4.5,4.8,5.7,NA,3.9,8,NA,5.7,3.5,4.9,4,5.5,3.3,NA,5.8
2016-03-01,1177,807,837,744,679,676,1070,952,1455,863,863,1636,653,1006,721,993,950,823,769,NA,NA,NA,NA,NA,847,948,1164,1187,5.7,4,4.1,3.4,3.2,4.5,5.6,5.5,NA,3.8,7.9,NA,5.5,3.5,4.8,4.1,3.4,3.3,NA,5.1
2016-02-01,1169,806,846,762,655,701,1077,893,1454,878,878,1597,657,1043,725,972,942,819,742,NA,NA,NA,NA,NA,822,955,1164,1113,5.8,4,4.4,3.4,3.2,4.6,5.1,5.5,NA,3.8,8,NA,5.6,3.5,4.9,4.2,3.5,3.4,NA,5.3
2016-01-01,1145,801,821,756,653,678,1069,883,1458,877,877,1530,674,1022,742,967,932,802,741,NA,NA,NA,NA,NA,825,910,1145,1109,5.7,4,4.1,3.6,3.1,4.6,5.5,5.5,NA,3.8,7.8,NA,5.6,3.4,4.8,4.2,3.4,3.4,NA,5.3
2015-12-01,1136,819,845,745,662,713,1133,869,1466,869,869,1509,661,975,732,968,945,792,744,NA,NA,NA,NA,NA,812,956,1164,1081,5.5,3.9,4.2,3.5,3.1,4.5,5.5,5.3,NA,3.7,7.6,3.3,5.3,3.4,4.8,4.2,3.4,3.6,NA,4.9
2015-11-01,1124,825,793,740,661,723,1144,880,1453,862,862,1505,654,967,742,971,943,804,739,NA,NA,NA,NA,NA,803,903,1183,1020,5.5,3.9,4.2,3.5,3.1,4.6,5.5,5.3,NA,3.7,7.5,3.4,5.2,3.4,4.8,3.9,3.5,3.7,NA,5
2015-10-01,1114,826,806,736,684,727,1071,906,1477,866,866,1478,645,963,756,996,943,824,724,NA,NA,NA,NA,NA,924,906,1209,NA,5.4,3.9,4.1,3.5,3.1,4.5,5.8,5.3,NA,3.7,7.2,NA,5.2,3.4,4.7,4,3.5,3.7,NA,5.1
2015-09-01,1110,833,809,728,696,750,1077,863,1495,852,852,1456,669,992,747,989,943,816,725,NA,NA,NA,NA,NA,919,945,1216,NA,5.3,4,4,3.6,3.3,4.4,4.9,5.6,NA,3.9,7,3.1,5.3,3.4,4.7,3.8,3.7,3.6,NA,4.8
2015-08-01,1118,836,811,736,693,735,1110,842,1483,856,856,1476,647,1008,754,1007,942,824,755,NA,NA,NA,NA,NA,912,951,1259,NA,5.4,3.9,4.1,3.5,3.3,4.4,5.1,5.4,NA,4,6.9,NA,5.5,3.4,4.7,3.9,3.7,3.6,NA,5.1
2015-07-01,1121,806,820,754,705,715,992,815,1445,840,840,1449,659,998,745,1007,932,807,736,NA,NA,NA,NA,NA,905,952,1198,NA,5.5,3.9,NA,3.6,3.6,4.6,5.2,5.4,NA,3.8,7,NA,5.3,3.4,4.7,4,3.7,3.5,NA,5
2015-06-01,1099,795,822,750,699,729,966,828,1409,853,853,1407,681,987,736,980,939,785,738,NA,NA,NA,NA,NA,1004,940,1176,NA,5.3,3.8,NA,3.5,3.7,4.4,NA,5.4,2.8,3.7,6.7,NA,5.1,3.3,4.6,4,3.4,3.5,NA,5
2015-05-01,1103,784,835,750,694,737,996,821,1436,860,860,1412,693,1000,707,990,943,793,714,NA,NA,NA,NA,NA,975,933,1176,NA,5.2,3.8,NA,3.4,3.6,4.5,NA,5,2.9,3.8,6.7,NA,5.1,3.4,4.5,3.9,3.5,3.6,NA,4.9
2015-04-01,1078,788,816,760,689,734,989,818,1419,848,848,1350,671,1012,678,989,942,813,728,NA,NA,NA,NA,NA,891,967,1161,NA,5.1,3.7,NA,3.6,3.5,4.4,NA,5,NA,3.7,6.4,NA,5.1,3.5,4.6,3.9,3.3,3.4,NA,5.1
2015-03-01,1078,796,810,757,701,723,1016,859,1418,814,814,1354,691,995,674,994,945,822,737,NA,NA,NA,NA,NA,883,954,1180,NA,5,3.8,3.9,3.8,3.5,4.6,NA,4.8,NA,3.6,6.3,NA,4.8,3.4,4.5,3.9,3.3,3.1,NA,5.1
2015-02-01,1068,786,832,775,687,751,1020,859,1333,798,798,1366,700,997,695,974,893,837,728,NA,NA,NA,NA,NA,882,982,1180,NA,5,3.8,NA,3.8,3.5,4.4,NA,4.9,NA,3.7,6.3,NA,4.8,3.5,4.5,3.9,3.3,3.1,NA,5.2
2015-01-01,969,766,735,811,675,741,788,814,1441,737,737,1289,688,929,736,1056,855,792,718,NA,NA,NA,NA,NA,940,965,1130,NA,4.3,3.5,NA,NA,NA,NA,NA,4.7,NA,3.6,5.3,NA,4.8,3.5,4.5,NA,NA,NA,NA,NA
